Global_Sales,NA_ratio,EU_ratio,JP_ratio,Name,Genre,Platform,Year_of_Release,DBSCAN_label
0.11,0.2727272702479339,0.4545454504132232,0.0909090900826446,RIGS: Mechanized Combat League,Action,PS4,2016,0
0.11,0.0,0.0,0.999999990909091,Final Fantasy I & II,Role-Playing,NES,1994,0
0.11,0.7272727206611571,0.1818181801652892,0.0,Starsky & Hutch,Racing,GC,2003,0
0.11,0.9090909008264464,0.0,0.0,Hellboy: The Science of Evil,Action,X360,2008,0
0.11,0.0,0.0,0.999999990909091,Langrisser IV,Strategy,SAT,1997,0
0.11,0.9090909008264464,0.0,0.0,ATV Quad Kings,Racing,DS,2010,0
0.11,0.5454545404958678,0.3636363603305785,0.0,FoxKids.com Micro Maniacs Racing,Racing,PS,2000,0
0.11,0.5454545404958678,0.3636363603305785,0.0,Hexen: Beyond Heretic,Shooter,PS,1997,0
0.11,0.8181818107438017,0.0909090900826446,0.0,NBA Live 16,Sports,XOne,2015,0
0.11,0.5454545404958678,0.3636363603305785,0.0,Arcade Party Pak,Misc,PS,1999,0
0.11,0.4545454504132232,0.4545454504132232,0.0,Deus Ex: Human Revolution,Shooter,WiiU,2013,0
0.11,0.1818181801652892,0.6363636305785125,0.0,Sonic Generations,Platform,PC,2011,0
0.11,0.0,0.0,0.999999990909091,Kotoba no Puzzle: Mojipittan Daijiten,Puzzle,PSP,2004,0
0.11,0.9090909008264464,0.0,0.0,Yamaha Supercross,Racing,DS,2009,0
0.11,0.4545454504132232,0.3636363603305785,0.0,Hitman Trilogy,Action,PS2,2007,0
0.11,0.0,0.0,0.999999990909091,Dragon Quest & Final Fantasy in Itadaki Street Portable,Misc,PSP,2006,0
0.11,0.9090909008264464,0.0,0.0,Astro Boy: The Video Game,Action,Wii,2009,0
0.11,0.5454545404958678,0.3636363603305785,0.0,Railroad Tycoon II,Strategy,PS,1999,0
0.11,0.9090909008264464,0.0,0.0,The Cheetah Girls: Pop Star Sensations,Misc,DS,2007,0
0.11,0.0,0.0,0.999999990909091,Kirarin * Revolution: Kira Kira Idol Audition,Simulation,DS,2006,0
0.11,0.9090909008264464,0.0,0.0,Rock Band: Metal Track Pack,Misc,Wii,2009,0
0.11,0.0,0.0,0.999999990909091,Ranma 1/2: Akanekodan Teki Hihou,Role-Playing,SNES,1993,0
0.11,0.7272727206611571,0.1818181801652892,0.0,Grand Theft Auto: San Andreas,Action,X360,2008,0
0.11,0.6363636305785125,0.2727272702479339,0.0,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Action,X360,2011,0
0.11,0.6363636305785125,0.2727272702479339,0.0,Planet 51,Action,X360,2009,0
0.11,0.9090909008264464,0.0,0.0,The BIGS,Sports,PSP,2007,0
0.11,0.6363636305785125,0.2727272702479339,0.0,[Prototype 2],Action,PC,2012,0
0.11,0.4545454504132232,0.4545454504132232,0.0,Zombie Army Trilogy,Shooter,XOne,2015,0
0.11,0.0,0.0,0.9090909008264464,Victory Zone,Misc,PS,1995,0
0.11,0.9090909008264464,0.0,0.0,Cabela's North American Adventures,Sports,X360,2010,0
0.11,0.9090909008264464,0.0,0.0,Rengoku: The Tower of Purgatory,Action,PSP,2005,0
0.11,0.5454545404958678,0.2727272702479339,0.0,Cabela's Adventure Camp,Misc,PS3,2011,0
0.11,0.0909090900826446,0.0,0.8181818107438017,Goal Storm '97,Sports,PS,1996,0
0.11,0.9090909008264464,0.0,0.0,Paws & Claws: Pet Resort,Simulation,Wii,2009,0
0.11,0.7272727206611571,0.1818181801652892,0.0,Bust-A-Move DS,Puzzle,DS,2005,0
0.11,0.7272727206611571,0.2727272702479339,0.0,Dynasty Warriors Advance,Action,GBA,2005,0
0.11,0.0,0.0909090900826446,0.8181818107438017,God Eater 2: Rage Burst,Role-Playing,PS4,2015,0
0.11,0.0,0.0,0.9090909008264464,Pachi-Slot Aruze Oukoku 3,Misc,PS,2000,0
0.11,0.9090909008264464,0.0,0.0,Tournament Pool,Sports,Wii,2009,0
0.11,0.9090909008264464,0.0,0.0,Rock Band Track Pack: Classic Rock,Misc,PS3,2009,0
0.11,0.4545454504132232,0.3636363603305785,0.0,Aqua Aqua,Puzzle,PS2,2000,0
0.11,0.4545454504132232,0.0909090900826446,0.3636363603305785,BlazBlue: Continuum Shift II,Fighting,3DS,2011,0
0.11,0.9090909008264464,0.0,0.0,Cats & Dogs: The Revenge of Kitty Galore,Action,DS,2010,0
0.11,0.7272727206611571,0.2727272702479339,0.0,Mega Man Zero 4,Platform,GBA,2005,0
0.11,0.8181818107438017,0.0,0.0,NASCAR '14,Racing,PS3,2014,0
0.11,0.8181818107438017,0.0909090900826446,0.0,Where the Wild Things Are,Platform,PS3,2009,0
0.11,0.5454545404958678,0.3636363603305785,0.0,Black Bass with Blue Marlin,Sports,PS,1999,0
0.11,0.8181818107438017,0.0,0.0,DJ Max Fever,Misc,PSP,2009,0
0.11,0.0,0.0,0.999999990909091,Mega Man Battle Network 5: Double Team DS (JP sales),Role-Playing,DS,2005,0
0.11,0.9090909008264464,0.0,0.0,Shrek: Forever After,Platform,X360,2010,0
0.11,0.9090909008264464,0.0,0.0,My Boyfriend,Simulation,DS,2008,0
0.11,0.0,0.0,0.999999990909091,Utawarerumono: Chiriyukusha e no Komoriuta,Adventure,PS2,2006,0
0.11,0.6363636305785125,0.2727272702479339,0.0,Dawn of Discovery,Simulation,DS,2009,0
0.11,0.3636363603305785,0.5454545404958678,0.0,Pro Evolution Soccer 2016,Sports,XOne,2015,0
0.11,0.0,0.0,0.9090909008264464,Hyper Formation Soccer,Sports,PS,1995,0
0.11,0.7272727206611571,0.1818181801652892,0.0,Tiger Woods PGA Tour 06,Sports,GC,2005,0
0.11,0.5454545404958678,0.3636363603305785,0.0,Jupiter Strike,Shooter,PS,1994,0
0.11,0.8181818107438017,0.0909090900826446,0.0,Totally Spies! Totally Party,Misc,Wii,2008,0
0.11,0.9090909008264464,0.0,0.0,Sudokuro,Puzzle,DS,2007,0
0.11,0.0,0.9090909008264464,0.0,ArmA III,Shooter,PC,2013,0
0.11,0.0,0.0,0.999999990909091,Saigo no Yakusoku no Monogatari,Role-Playing,PSP,2011,0
0.11,0.0,0.0,0.9090909008264464,Metal Gear Solid Integral,Adventure,PS,1999,0
0.11,0.7272727206611571,0.1818181801652892,0.0,Tetris Evolution,Puzzle,X360,2007,0
0.11,0.6363636305785125,0.1818181801652892,0.0,Green Lantern: Rise of the Manhunters,Action,DS,2011,0
0.11,0.9090909008264464,0.0,0.0,FIFA World Cup Germany 2006,Sports,PSP,2006,0
0.11,0.9090909008264464,0.0,0.0,Fit in Six,Sports,Wii,2011,0
0.11,0.7272727206611571,0.1818181801652892,0.0,Reign of Fire,Shooter,GC,2002,0
0.11,0.6363636305785125,0.0,0.2727272702479339,Naruto Shippuden: Naruto vs. Sasuke,Action,DS,2008,0
0.11,0.7272727206611571,0.0,0.0,MLB 14: The Show,Sports,PSV,2014,0
0.11,0.8181818107438017,0.0909090900826446,0.0,Rogue Warrior,Shooter,X360,2009,0
0.11,0.6363636305785125,0.1818181801652892,0.0,Sniper Elite,Shooter,Wii,2010,0
0.11,0.0,0.0,0.999999990909091,Tales of the World: Reve Unitia,Role-Playing,3DS,2014,0
0.11,0.0,0.0,0.999999990909091,Sakura Wars,Adventure,DC,2000,0
0.11,0.4545454504132232,0.3636363603305785,0.0,Jampack Volume 14 (RP-T),Misc,PS2,2006,0
0.11,0.0,0.0,0.999999990909091,Pro Yakyuu Team o Tsukurou! 2,Sports,DS,2009,0
0.11,0.7272727206611571,0.1818181801652892,0.0,Mace Griffin: Bounty Hunter,Shooter,XB,2003,0
0.11,0.0,0.3636363603305785,0.5454545404958678,Naruto Shippuden 3D: The New Era,Action,3DS,2011,0
0.11,0.5454545404958678,0.3636363603305785,0.0,Woody Woodpecker Racing,Racing,PS,1999,0
0.11,0.5454545404958678,0.3636363603305785,0.0,Martian Gothic: Unification,Adventure,PS,2001,0
0.11,0.0,0.0,0.999999990909091,Final Fantasy XII International Zodiac Job System,Role-Playing,PS2,2007,0
0.11,0.7272727206611571,0.1818181801652892,0.0,Fight Club,Fighting,XB,2004,0
0.11,0.4545454504132232,0.3636363603305785,0.0,WWE 2K17,Sports,X360,2016,0
0.11,0.0909090900826446,0.0909090900826446,0.8181818107438017,Carnage Heart,Strategy,PS,1995,0
0.11,0.0,0.7272727206611571,0.0,Tom Clancy's Splinter Cell: Conviction,Action,PC,2010,0
0.11,0.5454545404958678,0.3636363603305785,0.0,"Grand Theft Auto: Mission Pack #1, London 1969",Adventure,PS,1998,0
0.11,0.0,0.0,0.999999990909091,Kamen Rider: Climax Heroes,Fighting,PS2,2009,0
0.11,0.0,0.0,0.999999990909091,Robotics;Notes,Adventure,PS3,2012,0
0.11,0.4545454504132232,0.3636363603305785,0.0,Total Immersion Racing,Racing,PS2,2002,0
0.11,0.6363636305785125,0.2727272702479339,0.0,The Hardy Boys: The Hidden Theft,Adventure,Wii,2009,0
0.11,0.0,0.0,0.999999990909091,Virtual Hydlide,Role-Playing,SAT,1995,0
0.11,0.6363636305785125,0.2727272702479339,0.0,Rango: The Video Game,Action,DS,2011,0
0.11,0.0,0.0,0.999999990909091,Warriors Orochi 3,Action,PSP,2012,0
0.11,0.7272727206611571,0.2727272702479339,0.0,Space Invaders,Shooter,GBA,2002,0
0.11,0.6363636305785125,0.1818181801652892,0.0,FlatOut: Ultimate Carnage,Racing,X360,2007,0
0.11,0.7272727206611571,0.0,0.0909090900826446,Viewtiful Joe: Double Trouble!,Action,DS,2005,0
0.11,0.5454545404958678,0.3636363603305785,0.0,Digimon Digital Card Battle,Strategy,PS,1999,0
0.11,0.9090909008264464,0.0,0.0,Petz Fashion: Dogz & Catz,Simulation,DS,2009,0
0.11,0.0,0.3636363603305785,0.5454545404958678,Dragon Ball Z: Battle of Z,Fighting,PSV,2014,0
0.11,0.0,0.0,0.999999990909091,Kuroko's Basketball: Miracle Game,Sports,PSP,2012,0
0.11,0.4545454504132232,0.0,0.4545454504132232,Aquapazza: Aquaplus Dream Match,Fighting,PS3,2012,0
0.11,0.0,0.0,0.999999990909091,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,Sports,PS2,2006,0
0.11,0.0,0.9090909008264464,0.0,Stronghold Kingdoms,Strategy,PC,2011,0
0.11,0.0,0.0,0.999999990909091,Yuusha no Kuse ni Namaikida Or 3D,Strategy,PSP,2010,0
0.11,0.9090909008264464,0.0,0.0,Lucha Libre AAA: Heroes del Ring,Fighting,PS3,2010,0
0.11,0.7272727206611571,0.1818181801652892,0.0,Dead to Rights II,Shooter,XB,2005,0
0.11,0.9090909008264464,0.0,0.0,Hysteria Hospital: Emergency Ward,Action,DS,2009,0
0.11,0.2727272702479339,0.1818181801652892,0.4545454504132232,Project: Horned Owl,Shooter,PS,1995,0
0.11,0.0,0.0,0.999999990909091,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,Action,PSP,2012,0
0.11,0.4545454504132232,0.3636363603305785,0.0,Pac-Man and the Ghostly Adventures 2,Adventure,X360,2014,0
0.11,0.9090909008264464,0.0,0.0,Trauma Center: Under the Knife 2,Simulation,DS,2008,0
0.11,0.0,0.0,0.999999990909091,Dragon Ball Z Super Gokuden: Kakusei-Hen,Role-Playing,SNES,1995,0
0.11,0.0,0.0,0.999999990909091,Busou Shinki: Battle Masters Mk. 2,Action,PSP,2011,0
0.11,0.1818181801652892,0.6363636305785125,0.0,Skylanders Imaginators,Platform,PS3,2016,0
0.11,0.7272727206611571,0.1818181801652892,0.0,Cabela's Dangerous Hunts 2,Sports,XB,2005,0
0.11,0.0,0.0,0.999999990909091,Fate/Extella: The Umbral Star,Action,PS4,2016,0
0.11,0.0,0.0,0.999999990909091,Fairy Tail: Portable Guild,Fighting,PSP,2010,0
0.11,0.8181818107438017,0.0,0.0,Big League Sports: Summer,Sports,DS,2009,0
0.11,0.7272727206611571,0.2727272702479339,0.0,SimCity 2000,Simulation,GBA,2003,0
0.11,0.5454545404958678,0.3636363603305785,0.0,Brunswick Circuit Pro Bowling 2,Sports,PS,2000,0
0.11,0.0,0.0,0.9090909008264464,D,Adventure,PS,1995,0
0.1,0.99999999,0.0,0.0,Rock Revolution,Misc,DS,2008,0
0.1,0.99999999,0.0,0.0,X-Men: The Official Game,Action,DS,2006,0
0.1,0.499999995,0.399999996,0.0,"Sakura Wars: So Long, My Love",Role-Playing,Wii,2010,0
0.1,0.0,0.0,0.99999999,Ennichi no Tatsujin,Misc,Wii,2006,0
0.1,0.499999995,0.0,0.399999996,Mind Zero,Role-Playing,PSV,2013,0
0.1,0.099999999,0.899999991,0.0,Rocky Balboa,Sports,PSP,2007,0
0.1,0.0,0.0,0.99999999,Wizardry VI: Bane of the Cosmic Forge,Role-Playing,SNES,1995,0
0.1,0.0,0.0,0.99999999,Power Pocket Koushien,Sports,DS,2005,0
0.1,0.0,0.0,0.99999999,Pro Yaky? Spirits 2010,Sports,PS2,2010,0
0.1,0.0,0.0,0.99999999,Taiko no Tatsujin: V Version,Action,PSV,2015,0
0.1,0.499999995,0.399999996,0.0,Gravity Games Bike: Street Vert Dirt,Sports,PS2,2002,0
0.1,0.499999995,0.399999996,0.0,Top Spin,Sports,PS2,2005,0
0.1,0.0,0.0,0.99999999,Derby Stallion P,Sports,PSP,2006,0
0.1,0.99999999,0.0,0.0,Family Feud: 2012 Edition,Misc,X360,2011,0
0.1,0.0,0.0,0.99999999,Kamen Rider: Battride War II,Action,PS3,2014,0
0.1,0.0,0.0,0.99999999,Kenka Bancho Bros: Tokyo Battle Royale,Action,PSP,2012,0
0.1,0.799999992,0.199999998,0.0,UFC: Tapout 2,Fighting,XB,2003,0
0.1,0.0,0.0,0.99999999,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,Simulation,DS,2007,0
0.1,0.0,0.799999992,0.0,The Book of Unwritten Tales,Adventure,PC,2009,0
0.1,0.99999999,0.0,0.0,My First Dollhouse,Misc,DS,2010,0
0.1,0.99999999,0.0,0.0,Dreamer Series: Top Model,Simulation,DS,2009,0
0.1,0.899999991,0.099999999,0.0,Science Papa,Misc,DS,2009,0
0.1,0.899999991,0.0,0.0,The Godfather: Mob Wars,Action,PSP,2006,0
0.1,0.99999999,0.0,0.0,American Girl: Julie Finds a Way,Adventure,DS,2007,0
0.1,0.0,0.0,0.99999999,Taiko no Tatsujin: Don Don! Mystery Adventure,Action,3DS,2016,0
0.1,0.0,0.0,0.99999999,Jikkyou Powerful Pro Yakyuu 10,Sports,GC,2003,0
0.1,0.99999999,0.0,0.0,Ski-Doo Snowmobile Challenge,Racing,PS3,2009,0
0.1,0.799999992,0.199999998,0.0,Vexx,Platform,XB,2003,0
0.1,0.499999995,0.399999996,0.0,F1 Career Challenge,Racing,PS2,2003,0
0.1,0.799999992,0.199999998,0.0,Pariah,Action,XB,2005,0
0.1,0.799999992,0.199999998,0.0,Cabela's Outdoor Adventures,Sports,XB,2005,0
0.1,0.0,0.0,0.99999999,Fatal Frame 2: Wii Edition,Action,Wii,2012,0
0.1,0.799999992,0.199999998,0.0,Metal Slug 3,Shooter,XB,2004,0
0.1,0.99999999,0.0,0.0,World Series of Poker: Tournament of Champions 2007 Edition,Misc,PSP,2006,0
0.1,0.499999995,0.399999996,0.0,Motocross Mania 3,Racing,PS2,2004,0
0.1,0.299999997,0.399999996,0.299999997,Sacred 3,Role-Playing,PS3,2014,0
0.1,0.399999996,0.399999996,0.0,Yoostar2,Misc,PS3,2011,0
0.1,0.0,0.0,0.99999999,Pro Yakyuu Famista DS 2009,Sports,DS,2009,0
0.1,0.899999991,0.0,0.0,Winning Eleven: Pro Evolution Soccer 2007,Sports,X360,2006,0
0.1,0.6999999930000002,0.299999997,0.0,Banjo-Pilot,Racing,GBA,2005,0
0.1,0.199999998,0.199999998,0.599999994,Gallop Racer 2006,Sports,PS2,2005,0
0.1,0.299999997,0.599999994,0.0,Wasteland 2,Role-Playing,PC,2015,0
0.1,0.599999994,0.399999996,0.0,The First Templar,Action,X360,2011,0
0.1,0.0,0.299999997,0.599999994,Patapon 2,Misc,PSP,2008,0
0.1,0.0,0.0,0.99999999,Digimon Story: Lost Evolution,Role-Playing,DS,2010,0
0.1,0.499999995,0.399999996,0.0,Frogger: Ancient Shadow,Platform,PS2,2005,0
0.1,0.99999999,0.0,0.0,Princess Debut,Misc,DS,2008,0
0.1,0.0,0.99999999,0.0,Pro Evolution Soccer 2014,Action,PC,2013,0
0.1,0.499999995,0.399999996,0.0,Despicable Me: The Game,Platform,PS2,2010,0
0.1,0.799999992,0.199999998,0.0,Metal Arms: Glitch in the System,Shooter,GC,2003,0
0.1,0.0,0.0,0.99999999,Etrian Odyssey II: Heroes of Lagaard,Role-Playing,3DS,2014,0
0.1,0.99999999,0.0,0.0,The Bachelor: The Videogame,Misc,Wii,2010,0
0.1,0.799999992,0.199999998,0.0,Tom Clancy's Splinter Cell: Chaos Theory,Action,GC,2005,0
0.1,0.499999995,0.399999996,0.0,Escape From Monkey Island,Adventure,PS2,2001,0
0.1,0.899999991,0.099999999,0.0,The Lord of the Rings: Conquest,Action,DS,2009,0
0.1,0.99999999,0.0,0.0,Imagine: Soccer Captain,Sports,DS,2009,0
0.1,0.0,0.0,0.99999999,Mickey's Speedway USA (weekly JP sales),Racing,N64,2000,0
0.1,0.99999999,0.0,0.0,Brain Quest: Grades 5 & 6,Misc,DS,2008,0
0.1,0.99999999,0.0,0.0,Who Wants to Be a Millionaire: 3rd Edition,Misc,Wii,2010,0
0.1,0.0,0.0,0.99999999,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,Adventure,PSP,2006,0
0.1,0.599999994,0.299999997,0.0,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Action,DS,2011,0
0.1,0.799999992,0.199999998,0.0,Power Rangers: Super Legends,Action,DS,2007,0
0.1,0.0,0.0,0.99999999,Macross 30: Ginga o Tsunagu Utagoe,Shooter,PS3,2013,0
0.1,0.0,0.0,0.99999999,Kidou Senshi Gundam UC,Action,PS3,2012,0
0.1,0.99999999,0.0,0.0,Gretzky NHL,Sports,PSP,2005,0
0.1,0.99999999,0.0,0.0,Corvette Evolution GT,Racing,DS,2008,0
0.1,0.0,0.0,0.99999999,Momotarou Dentetsu 16,Misc,Wii,2007,0
0.1,0.499999995,0.399999996,0.0,Dropship: United Peace Force,Simulation,PS2,2002,0
0.1,0.6999999930000002,0.299999997,0.0,Road Rash: Jailbreak,Racing,GBA,2003,0
0.1,0.799999992,0.199999998,0.0,Syberia,Action,XB,2003,0
0.1,0.899999991,0.0,0.0,Thrillville: Off the Rails,Strategy,PSP,2007,0
0.1,0.899999991,0.099999999,0.0,Cloudy With a Chance of Meatballs,Platform,PS3,2009,0
0.1,0.199999998,0.099999999,0.6999999930000002,G1 Jockey 3,Sports,PS2,2002,0
0.1,0.99999999,0.0,0.0,Family Fun Football,Sports,Wii,2009,0
0.1,0.899999991,0.0,0.099999999,Exit DS,Puzzle,DS,2008,0
0.1,0.599999994,0.399999996,0.0,Revolution X,Shooter,PS,1995,0
0.1,0.0,0.0,0.99999999,Little Battlers eXperience W,Role-Playing,3DS,2013,0
0.1,0.6999999930000002,0.299999997,0.0,Riviera: The Promised Land,Role-Playing,GBA,2004,0
0.1,0.6999999930000002,0.199999998,0.0,Blades of Time,Action,X360,2012,0
0.1,0.499999995,0.0,0.399999996,Yggdra Union: We'll Never Fight Alone,Role-Playing,PSP,2008,0
0.1,0.6999999930000002,0.299999997,0.0,Top Gun: Combat Zones,Simulation,GBA,2004,0
0.1,0.299999997,0.199999998,0.499999995,Dungeon Travelers 2: The Royal Library & The Monster Seal,Role-Playing,PSV,2014,0
0.1,0.99999999,0.0,0.0,"Sesame Street: Ready, Set, Grover!",Misc,Wii,2011,0
0.1,0.899999991,0.0,0.0,Brooktown High: Senior Year,Simulation,PSP,2007,0
0.1,0.499999995,0.399999996,0.0,Bujingai: The Forsaken City,Fighting,PS2,2003,0
0.1,0.0,0.0,0.99999999,Doko Demo Issho,Misc,PSP,2004,0
0.1,0.899999991,0.099999999,0.0,Universe at War: Earth Assault,Action,X360,2008,0
0.1,0.899999991,0.099999999,0.0,Barbie in The 12 Dancing Princesses,Adventure,DS,2007,0
0.1,0.499999995,0.499999995,0.0,Gem Quest: 4 Elements,Puzzle,DS,2011,0
0.1,0.799999992,0.199999998,0.0,Beyond Good & Evil,Adventure,XB,2003,0
0.1,0.499999995,0.399999996,0.0,Death By Degrees,Action,PS2,2005,0
0.1,0.99999999,0.0,0.0,Just In Time Translations,Misc,DS,2009,0
0.1,0.0,0.0,0.99999999,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,Fighting,PS,1995,0
0.1,0.599999994,0.399999996,0.0,Vandal Hearts II,Strategy,PS,1999,0
0.1,0.0,0.0,0.99999999,Samurai Warriors Chronicles 2nd,Action,3DS,2012,0
0.1,0.0,0.899999991,0.0,Rome: Total War,Strategy,PC,2004,0
0.1,0.0,0.0,0.99999999,Toaru Majutsu no Index,Adventure,PSP,2011,0
0.1,0.499999995,0.399999996,0.0,Doom 3,Shooter,PC,2004,0
0.1,0.99999999,0.0,0.0,WireWay,Adventure,DS,2009,0
0.1,0.899999991,0.0,0.0,Astro Boy: The Video Game,Action,DS,2009,0
0.1,0.0,0.0,0.99999999,Uta no Prince-Sama: Music,Misc,PSP,2011,0
0.1,0.99999999,0.0,0.0,UNO / Skip-Bo / UNO Freefall,Misc,DS,2006,0
0.1,0.399999996,0.499999995,0.0,Ride,Racing,XOne,2015,0
0.1,0.0,0.0,0.99999999,Culdcept DS,Strategy,DS,2008,0
0.1,0.899999991,0.0,0.0,NASCAR The Game: Inside Line,Racing,X360,2012,0
0.1,0.299999997,0.599999994,0.0,How to Train Your Dragon 2,Adventure,PS3,2014,0
0.1,0.6999999930000002,0.099999999,0.099999999,JU-ON: The Grudge,Action,Wii,2009,0
0.1,0.899999991,0.099999999,0.0,Yu-Gi-Oh! 5D's Wheelie Breakers,Racing,Wii,2009,0
0.1,0.799999992,0.199999998,0.0,Colin McRae Rally 04,Racing,XB,2004,0
0.1,0.0,0.0,0.99999999,The King of Fighters: Dream Match 1999,Fighting,DC,1999,0
0.1,0.6999999930000002,0.299999997,0.0,Monster Jam: Maximum Destruction,Racing,GBA,2002,0
0.1,0.799999992,0.199999998,0.0,FIFA Street,Sports,XB,2005,0
0.1,0.0,0.0,0.99999999,Weiss Schwarz Portable,Strategy,PSP,2011,0
0.1,0.899999991,0.099999999,0.0,Dora's Big Birthday Adventure,Misc,Wii,2010,0
0.1,0.199999998,0.799999992,0.0,The Sims 4: City Living,Simulation,PC,2016,0
0.1,0.0,0.0,0.99999999,Kirarin * Revolution: Mezase! Idol Queen,Simulation,DS,2007,0
0.1,0.899999991,0.0,0.0,Dungeons & Dragons Tactics,Strategy,PSP,2007,0
0.1,0.599999994,0.399999996,0.0,X-Men: Children of the Atom,Fighting,PS,1998,0
0.1,0.799999992,0.199999998,0.0,Hot Wheels: Stunt Track Challenge,Racing,XB,2004,0
0.1,0.99999999,0.0,0.0,America's Next Top Model,Action,DS,2008,0
0.1,0.799999992,0.099999999,0.0,Blitz: The League II,Sports,X360,2008,0
0.1,0.899999991,0.0,0.0,Math Blaster in the Prime Adventure,Misc,DS,2009,0
0.1,0.0,0.0,0.99999999,Blue Stinger,Adventure,DC,1999,0
0.1,0.599999994,0.399999996,0.0,Shellshock,Action,PS,1995,0
0.1,0.899999991,0.0,0.0,Miami Law,Adventure,DS,2009,0
0.1,0.899999991,0.0,0.0,Hot Wheels Ultimate Racing,Action,PSP,2007,0
0.1,0.799999992,0.199999998,0.0,Capcom vs. SNK 2 EO,Fighting,XB,2003,0
0.1,0.0,0.0,0.99999999,Inazuma Eleven GO Strikers 2013,Role-Playing,Wii,2012,0
0.1,0.0,0.0,0.99999999,Metal Gear Solid HD Edition,Action,PS3,2011,0
0.1,0.799999992,0.199999998,0.0,Hunter: The Reckoning,Action,GC,2002,0
0.1,0.0,0.0,0.99999999,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,Misc,DS,2007,0
0.1,0.899999991,0.0,0.0,PictoImage,Puzzle,DS,2007,0
0.1,0.599999994,0.399999996,0.0,Urban Chaos,Action,PS,1999,0
0.1,0.599999994,0.299999997,0.0,Alvin and the Chipmunks: Chipwrecked,Misc,DS,2011,0
0.1,0.0,0.0,0.99999999,Creeper World 3: Arc Eternal,Strategy,Wii,2009,0
0.1,0.0,0.0,0.99999999,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,Misc,DS,2007,0
0.1,0.0,0.799999992,0.0,PDC World Championship Darts: Pro Tour,Sports,PS3,2010,0
0.1,0.899999991,0.0,0.0,Heavy Fire: Afghanistan,Shooter,Wii,2011,0
0.1,0.499999995,0.399999996,0.0,Freaky Flyers,Racing,PS2,2003,0
0.1,0.599999994,0.199999998,0.199999998,Baten Kaitos Origins,Role-Playing,GC,2006,0
0.1,0.399999996,0.299999997,0.199999998,E·O·E: Eve of Extinction,Fighting,PS2,2002,0
0.1,0.0,0.799999992,0.0,Football Manager 2014,Sports,PSV,2013,0
0.1,0.799999992,0.199999998,0.0,Dark Summit,Sports,XB,2001,0
0.1,0.0,0.0,0.99999999,Penguin no Mondai: The World,Adventure,DS,2010,0
0.1,0.899999991,0.0,0.0,Flushed Away,Platform,DS,2006,0
0.1,0.799999992,0.199999998,0.0,NHL 2004,Sports,GC,2003,0
0.1,0.0,0.0,0.99999999,Hakuouki Portable,Adventure,PSP,2009,0
0.1,0.899999991,0.0,0.0,Surf's Up,Sports,X360,2007,0
0.1,0.0,0.799999992,0.0,Monkey Island: Special Edition Collection,Adventure,PS3,2011,0
0.1,0.6999999930000002,0.199999998,0.0,Cabela's Adventure Camp,Misc,X360,2011,0
0.1,0.799999992,0.199999998,0.0,X-Men: The Official Game,Action,XB,2006,0
0.1,0.499999995,0.399999996,0.0,RLH: Run Like Hell,Shooter,PS2,2002,0
0.1,0.0,0.0,0.99999999,Digimon Adventure,Role-Playing,PSP,2013,0
0.1,0.899999991,0.0,0.0,Backyard Baseball '10,Sports,Wii,2009,0
0.1,0.899999991,0.0,0.0,Scribblenauts Unmasked: A DC Comics Adventure,Puzzle,WiiU,2013,0
0.1,0.499999995,0.399999996,0.0,The Ant Bully,Platform,PS2,2006,0
0.1,0.799999992,0.199999998,0.0,Conflict: Global Terror,Shooter,XB,2005,0
0.1,0.799999992,0.199999998,0.0,Minority Report: Everybody Runs,Action,GC,2002,0
0.1,0.199999998,0.199999998,0.499999995,Monster Rancher EVO,Role-Playing,PS2,2005,0
0.1,0.0,0.99999999,0.0,Football Director DS,Sports,DS,2008,0
0.1,0.0,0.0,0.99999999,Project Hacker: Kakusei,Action,DS,2006,0
0.1,0.799999992,0.199999998,0.0,SimAnimals Africa,Simulation,DS,2009,0
0.1,0.6999999930000002,0.199999998,0.0,Karaoke Revolution,Misc,PS3,2009,0
0.1,0.0,0.099999999,0.899999991,Terraria,Action,PSV,2013,0
0.1,0.499999995,0.399999996,0.0,Guitar Hero: Van Halen,Misc,PS2,2009,0
0.1,0.0,0.799999992,0.0,The Whispered World,Adventure,PC,2009,0
0.1,0.599999994,0.399999996,0.0,Olympic Summer Games: Atlanta 1996,Sports,PS,1996,0
0.1,0.799999992,0.199999998,0.0,Disney's The Haunted Mansion,Platform,GC,2003,0
0.1,0.0,0.0,0.99999999,Tatsunoko vs. Capcom: Cross Generation of Heroes,Fighting,Wii,2008,0
0.1,0.899999991,0.099999999,0.0,Alvin and the Chipmunks: Chipwrecked,Misc,X360,2011,0
0.1,0.499999995,0.399999996,0.0,Water Sports,Action,Wii,2009,0
