Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_scaled,NA_ratio,EU_ratio,JP_ratio,Other_ratio,Platform_Gen,Genre_encoded,Platform_Gen_encoded,Era,DBSCAN_label
GT Pro Series,Wii,2006,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,41.0,15.0,4.0,21.0,MTO,E,40.0,0.8846153829142013,0.0192307691937869,0.0384615383875739,0.0769230767751479,7th-gen,6,2,7th gen (03–10),0
Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.19,0.0,0.05,0.52,79.0,51.0,7.8,19.0,EA Sports,E,78.0,0.5384615374260355,0.3653846146819526,0.0,0.0961538459689349,7th-gen,10,2,7th gen (03–10),0
The Golden Compass,PS2,2007,Action,Sega,0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.2,6.0,Shiny Entertainment,E10+,52.0,0.2499999995192307,0.0,0.0,0.7499999985576924,6th-gen,0,1,7th gen (03–10),0
Final Fantasy Chronicles,PS,2001,Role-Playing,Square,0.29,0.2,0.0,0.03,0.52,89.0,15.0,9.1,37.0,TOSE,T,91.0,0.5576923066198225,0.3846153838757397,0.0,0.0576923075813609,5th-gen,7,0,5th–6th gen (95–02),0
F1 2009,PSP,2009,Racing,Codemasters,0.08,0.29,0.0,0.16,0.52,68.0,23.0,7.2,14.0,Sumo Digital,E,72.0,0.1538461535502958,0.5576923066198225,0.0,0.3076923071005917,7th-gen,6,2,7th gen (03–10),0
Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52,73.0,19.0,8.5,36.0,Sony Bend,M,85.0,0.5576923066198225,0.3846153838757397,0.0,0.0576923075813609,5th-gen,8,0,5th–6th gen (95–02),0
Metal Gear Solid 2: Substance,PS2,2002,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52,87.0,17.0,9.0,126.0,KCEJ,M,90.0,0.3461538454881657,0.2692307687130177,0.3076923071005917,0.0961538459689349,6th-gen,0,1,5th–6th gen (95–02),0
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,68.0,46.0,7.1,93.0,Bandai Namco Games,T,71.0,0.4038461530695266,0.0769230767751479,0.4615384606508875,0.0384615383875739,7th-gen,7,2,7th gen (03–10),0
NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.52,73.0,37.0,5.3,19.0,EA Canada,E,53.0,0.903846152107988,0.0,0.0,0.0769230767751479,7th-gen,10,2,7th gen (03–10),0
We Love Katamari,PS2,2005,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52,86.0,61.0,8.9,51.0,Namco,E,89.0,0.4999999990384615,0.3846153838757397,0.0,0.1346153843565088,6th-gen,5,1,7th gen (03–10),0
Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04,0.52,79.0,26.0,6.9,22.0,Double Fine Productions,E,69.0,0.7499999985576924,0.1730769227440828,0.0,0.0769230767751479,7th-gen,3,2,8th gen (11+),0
NCAA Football 2003,XB,2002,Sports,Electronic Arts,0.39,0.11,0.0,0.02,0.52,90.0,14.0,8.2,15.0,EA Sports,E,82.0,0.7499999985576924,0.2115384611316568,0.0,0.0384615383875739,6th-gen,10,1,5th–6th gen (95–02),0
We Cheer,Wii,2008,Simulation,505 Games,0.47,0.0,0.0,0.04,0.52,56.0,12.0,7.3,13.0,"Machatin, Inc.",E10+,73.0,0.903846152107988,0.0,0.0,0.0769230767751479,7th-gen,9,2,7th gen (03–10),0
Madden NFL 07,PS3,2006,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52,76.0,25.0,4.2,22.0,EA Tiburon,E,42.0,0.903846152107988,0.0,0.0192307691937869,0.0769230767751479,7th-gen,10,2,7th gen (03–10),0
LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.27,0.19,0.02,0.04,0.52,71.0,5.0,8.1,14.0,TT Games,E10+,81.0,0.5192307682322486,0.3653846146819526,0.0384615383875739,0.0769230767751479,8th-gen,0,3,8th gen (11+),0
NBA Live 09,PS3,2008,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52,75.0,32.0,7.8,15.0,EA Canada,E,78.0,0.8846153829142013,0.0,0.0384615383875739,0.0769230767751479,7th-gen,10,2,7th gen (03–10),0
Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.25,0.0,0.08,0.52,61.0,33.0,3.7,78.0,EA Tiburon,E,37.0,0.3461538454881657,0.4807692298446746,0.0,0.1538461535502958,8th-gen,0,3,8th gen (11+),0
SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,0.09,0.31,0.0,0.11,0.52,65.0,21.0,3.9,8.0,SCEE London Studio,T,39.0,0.1730769227440828,0.5961538450073964,0.0,0.2115384611316568,7th-gen,3,2,7th gen (03–10),0
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.18,0.24,0.02,0.08,0.52,68.0,45.0,6.6,425.0,"City Interactive, Deck 13",M,66.0,0.3461538454881657,0.4615384606508875,0.0384615383875739,0.1538461535502958,8th-gen,7,3,8th gen (11+),0
Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,82.0,43.0,7.1,96.0,Crystal Dynamics,T,71.0,0.4807692298446746,0.3653846146819526,0.0384615383875739,0.1153846151627218,6th-gen,0,1,7th gen (03–10),0
Freedom Fighters,PS2,2003,Shooter,Electronic Arts,0.25,0.2,0.0,0.07,0.52,81.0,26.0,8.4,57.0,Io Interactive,T,84.0,0.4807692298446746,0.3846153838757397,0.0,0.1346153843565088,6th-gen,8,1,7th gen (03–10),0
Silent Hill: Origins,PSP,2007,Action,Konami Digital Entertainment,0.22,0.15,0.04,0.1,0.52,78.0,40.0,7.8,107.0,"Climax Group, Climax Studios",M,78.0,0.4230769222633136,0.2884615379068047,0.0769230767751479,0.1923076919378698,7th-gen,0,2,7th gen (03–10),0
Gun,XB,2005,Shooter,Activision,0.38,0.12,0.0,0.02,0.52,79.0,55.0,7.8,29.0,Neversoft Entertainment,M,78.0,0.7307692293639053,0.2307692303254437,0.0,0.0384615383875739,6th-gen,8,1,7th gen (03–10),0
Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,0.46,0.01,0.0,0.04,0.52,74.0,22.0,8.1,22.0,EA Chicago,T,81.0,0.8846153829142013,0.0192307691937869,0.0,0.0769230767751479,7th-gen,2,2,7th gen (03–10),0
The Punisher,PS2,2005,Action,THQ,0.25,0.2,0.0,0.07,0.52,68.0,44.0,8.2,56.0,Volition Inc.,M,82.0,0.4807692298446746,0.3846153838757397,0.0,0.1346153843565088,6th-gen,0,1,7th gen (03–10),0
Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,0.22,0.13,0.12,0.04,0.52,73.0,72.0,8.0,227.0,HAL Labs,E,80.0,0.4230769222633136,0.2499999995192307,0.2307692303254437,0.0769230767751479,8th-gen,4,3,8th gen (11+),0
SSX On Tour,PS2,2005,Sports,Electronic Arts,0.25,0.2,0.0,0.07,0.52,80.0,41.0,7.9,26.0,EA Canada,E,79.0,0.4807692298446746,0.3846153838757397,0.0,0.1346153843565088,6th-gen,10,1,7th gen (03–10),0
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,0.33,0.03,0.11,0.04,0.52,78.0,51.0,7.5,150.0,Nippon Ichi Software,T,75.0,0.6346153833949705,0.0576923075813609,0.2115384611316568,0.0769230767751479,7th-gen,7,2,7th gen (03–10),0
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0.37,0.14,0.0,0.01,0.52,90.0,20.0,8.0,6.0,Vicarious Visions,E,80.0,0.7115384601701183,0.2692307687130177,0.0,0.0192307691937869,6th-gen,10,1,5th–6th gen (95–02),0
Way of the Samurai 3,PS3,2008,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52,58.0,18.0,7.9,22.0,Acquire,M,79.0,0.3461538454881657,0.1538461535502958,0.4230769222633136,0.0769230767751479,7th-gen,0,2,7th gen (03–10),0
The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52,78.0,29.0,8.6,35.0,Maxis,T,86.0,0.8846153829142013,0.0961538459689349,0.0,0.0,PC,9,6,7th gen (03–10),0
Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,0.32,0.03,0.15,0.03,0.52,77.0,14.0,7.9,30.0,Neverland,E,79.0,0.6153846142011835,0.0576923075813609,0.2884615379068047,0.0576923075813609,7th-gen,7,2,7th gen (03–10),0
Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52,69.0,11.0,8.1,12.0,Griptonite Games,E,81.0,0.7115384601701183,0.2692307687130177,0.0,0.0192307691937869,6th-gen,0,1,7th gen (03–10),0
SimAnimals,DS,2009,Simulation,Electronic Arts,0.26,0.2,0.0,0.05,0.52,70.0,10.0,7.5,4.0,Electronic Arts,E,75.0,0.4999999990384615,0.3846153838757397,0.0,0.0961538459689349,7th-gen,9,2,7th gen (03–10),0
NBA Live 2002,PS,2001,Sports,Electronic Arts,0.29,0.19,0.0,0.03,0.52,81.0,6.0,8.8,9.0,EA Canada,E,88.0,0.5576923066198225,0.3653846146819526,0.0,0.0576923075813609,5th-gen,10,0,5th–6th gen (95–02),0
Way of the Samurai,PS2,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,74.0,22.0,8.2,19.0,Acquire,M,82.0,0.2549019602845059,0.1960784309880815,0.4901960774702038,0.0588235292964244,6th-gen,0,1,5th–6th gen (95–02),0
The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51,71.0,56.0,6.1,113.0,HexaDrive,M,61.0,0.2549019602845059,0.137254901691657,0.5294117636678202,0.0980392154940407,7th-gen,7,2,7th gen (03–10),0
Kung Fu Panda,PS3,2008,Action,Activision,0.21,0.21,0.0,0.09,0.51,76.0,23.0,7.3,18.0,"Luxoflux, Inc.",E10+,73.0,0.4117647050749711,0.4117647050749711,0.0,0.1764705878892733,7th-gen,0,2,7th gen (03–10),0
Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.32,0.15,0.0,0.04,0.51,59.0,35.0,5.5,22.0,Blitz Games Studios,E,55.0,0.6274509791618609,0.2941176464821222,0.0,0.0784313723952326,7th-gen,0,2,8th gen (11+),0
Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.51,47.0,14.0,6.3,7.0,Mass Media,E,63.0,0.4901960774702038,0.392156861976163,0.0,0.137254901691657,6th-gen,3,1,5th–6th gen (95–02),0
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,0.36,0.11,0.0,0.04,0.51,70.0,26.0,7.7,14.0,"Jupiter Corporation, Jupiter Multimedia",E10+,77.0,0.7058823515570934,0.2156862740868896,0.0,0.0784313723952326,7th-gen,7,2,7th gen (03–10),0
HSX HyperSonic.Xtreme,PS2,2002,Racing,Midas Interactive Entertainment,0.25,0.2,0.0,0.07,0.51,53.0,17.0,8.4,8.0,Blade Interactive,E,84.0,0.4901960774702038,0.392156861976163,0.0,0.137254901691657,6th-gen,6,1,5th–6th gen (95–02),0
Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.03,0.08,0.04,0.51,53.0,55.0,6.4,229.0,"Factor 5, SCE/WWS",T,64.0,0.7058823515570934,0.0588235292964244,0.1568627447904652,0.0784313723952326,7th-gen,0,2,7th gen (03–10),0
Madden NFL 2004,GC,2003,Sports,Electronic Arts,0.4,0.1,0.0,0.01,0.51,94.0,19.0,7.7,17.0,EA Tiburon,E,77.0,0.7843137239523261,0.1960784309880815,0.0,0.0196078430988081,6th-gen,10,1,7th gen (03–10),0
Summoner,PS2,2000,Role-Playing,THQ,0.25,0.2,0.0,0.07,0.51,74.0,16.0,7.8,12.0,Volition Inc.,T,78.0,0.4901960774702038,0.392156861976163,0.0,0.137254901691657,6th-gen,7,1,5th–6th gen (95–02),0
Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0.15,0.08,0.22,0.06,0.51,77.0,71.0,8.2,298.0,"SCE Japan Studio, comcept",M,82.0,0.2941176464821222,0.1568627447904652,0.4313725481737793,0.1176470585928489,Handheld,7,4,8th gen (11+),0
DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,0.35,0.11,0.0,0.06,0.51,67.0,46.0,7.4,139.0,WBIE,T,74.0,0.6862745084582853,0.2156862740868896,0.0,0.1176470585928489,7th-gen,7,2,8th gen (11+),0
NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.51,64.0,9.0,7.5,4.0,EA Sports,E,75.0,0.9215686256439832,0.0,0.0,0.0784313723952326,7th-gen,10,2,7th gen (03–10),0
IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,0.23,0.23,0.0,0.05,0.51,80.0,43.0,8.4,18.0,Gaijin Entertainment,T,84.0,0.4509803912725875,0.4509803912725875,0.0,0.0980392154940407,7th-gen,9,2,7th gen (03–10),0
The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,0.28,0.15,0.0,0.08,0.51,34.0,14.0,3.6,196.0,Terminal Reality,M,36.0,0.5490196067666283,0.2941176464821222,0.0,0.1568627447904652,7th-gen,8,2,8th gen (11+),0
Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,0.47,0.0,0.0,0.04,0.51,76.0,26.0,7.6,38.0,Visual Concepts,E,76.0,0.9215686256439832,0.0,0.0,0.0784313723952326,7th-gen,10,2,7th gen (03–10),0
Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.25,0.21,0.0,0.05,0.51,69.0,18.0,7.4,13.0,Etranges Libellules,E10+,74.0,0.4901960774702038,0.4117647050749711,0.0,0.0980392154940407,7th-gen,1,2,7th gen (03–10),0
Ratatouille,PS3,2007,Action,THQ,0.09,0.32,0.0,0.1,0.51,55.0,8.0,4.8,4.0,Heavy Iron Studios,E,48.0,0.1764705878892733,0.6274509791618609,0.0,0.1960784309880815,7th-gen,0,2,7th gen (03–10),0
NBA Live 2004,XB,2003,Sports,Electronic Arts,0.44,0.04,0.0,0.02,0.51,85.0,19.0,8.2,11.0,EA Sports,E,82.0,0.8627450963475587,0.0784313723952326,0.0,0.0392156861976163,6th-gen,10,1,7th gen (03–10),0
Iron Man,DS,2008,Action,Sega,0.35,0.12,0.0,0.05,0.51,56.0,10.0,7.0,4.0,Artificial Mind and Movement,E10+,70.0,0.6862745084582853,0.2352941171856978,0.0,0.0980392154940407,7th-gen,0,2,7th gen (03–10),0
Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0.0,0.04,0.51,78.0,24.0,7.8,314.0,Creative Assembly,M,78.0,0.4313725481737793,0.4705882343713956,0.0,0.0784313723952326,8th-gen,8,3,8th gen (11+),0
Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51,82.0,13.0,8.4,17.0,Konami,E,84.0,0.2352941171856978,0.5294117636678202,0.1176470585928489,0.0980392154940407,7th-gen,10,2,7th gen (03–10),0
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,0.37,0.14,0.0,0.01,0.51,62.0,4.0,8.8,8.0,Digital Eclipse,E,88.0,0.7254901946559016,0.2745098033833141,0.0,0.0196078430988081,6th-gen,4,1,5th–6th gen (95–02),0
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,Nintendo,0.44,0.03,0.0,0.04,0.51,74.0,23.0,8.1,21.0,8ing/Raizing,T,81.0,0.8627450963475587,0.0588235292964244,0.0,0.0784313723952326,7th-gen,2,2,7th gen (03–10),0
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51,75.0,45.0,8.4,55.0,Namco,T,84.0,0.2941176464821222,0.2352941171856978,0.392156861976163,0.0784313723952326,6th-gen,9,1,7th gen (03–10),0
Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.05,0.51,91.0,67.0,8.6,3542.0,BioWare,M,86.0,0.0,0.901960782545175,0.0,0.0980392154940407,PC,7,6,7th gen (03–10),0
Dynasty Warriors,PSP,2004,Action,Tecmo Koei,0.18,0.0,0.3,0.02,0.51,62.0,26.0,7.3,24.0,Koei,T,73.0,0.3529411757785467,0.0,0.5882352929642445,0.0392156861976163,7th-gen,0,2,7th gen (03–10),0
NHL 07,PS2,2006,Sports,Electronic Arts,0.42,0.02,0.0,0.07,0.51,76.0,11.0,4.6,51.0,EA Sports,E10+,46.0,0.8235294101499423,0.0392156861976163,0.0,0.137254901691657,6th-gen,10,1,7th gen (03–10),0
SoulCalibur: Broken Destiny,PSP,2009,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51,80.0,52.0,6.2,45.0,Bandai Namco Games,T,62.0,0.2352941171856978,0.392156861976163,0.137254901691657,0.2352941171856978,7th-gen,2,2,7th gen (03–10),0
Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,0.36,0.08,0.02,0.04,0.51,56.0,29.0,7.5,33.0,Spike,T,75.0,0.7058823515570934,0.1568627447904652,0.0392156861976163,0.0784313723952326,7th-gen,2,2,7th gen (03–10),0
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,0.29,0.16,0.01,0.05,0.51,70.0,16.0,7.7,67.0,CyberConnect2,T,77.0,0.5686274498654363,0.3137254895809304,0.0196078430988081,0.0980392154940407,7th-gen,2,2,8th gen (11+),0
The BIGS,PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0.0,0.06,0.51,71.0,4.0,4.8,4.0,Blue Castle Games,E,48.0,0.4901960774702038,0.3725490188773548,0.0,0.1176470585928489,6th-gen,10,1,7th gen (03–10),0
Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,Atari,0.36,0.13,0.0,0.01,0.51,73.0,26.0,7.0,21.0,Arc System Works,T,70.0,0.7058823515570934,0.2549019602845059,0.0,0.0196078430988081,6th-gen,2,1,7th gen (03–10),0
NBA Ballers,XB,2004,Sports,Midway Games,0.37,0.11,0.0,0.02,0.51,82.0,35.0,8.1,8.0,Midway,E,81.0,0.7254901946559016,0.2156862740868896,0.0,0.0392156861976163,6th-gen,10,1,7th gen (03–10),0
Silent Hill 4: The Room,PS2,2004,Action,Konami Digital Entertainment,0.25,0.19,0.0,0.06,0.51,76.0,54.0,7.8,191.0,KCET,M,78.0,0.4901960774702038,0.3725490188773548,0.0,0.1176470585928489,6th-gen,0,1,7th gen (03–10),0
Capcom Classics Collection,PS2,2005,Misc,Capcom,0.22,0.17,0.05,0.06,0.51,78.0,30.0,8.4,5.0,Digital Eclipse,T,84.0,0.4313725481737793,0.3333333326797386,0.0980392154940407,0.1176470585928489,6th-gen,3,1,7th gen (03–10),0
Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,0.29,0.18,0.0,0.04,0.51,77.0,47.0,5.6,39.0,Electronic Arts,E,56.0,0.5686274498654363,0.3529411757785467,0.0,0.0784313723952326,7th-gen,10,2,8th gen (11+),0
The Saboteur,X360,2009,Action,Electronic Arts,0.26,0.2,0.0,0.05,0.51,73.0,69.0,8.2,141.0,Pandemic Studios,M,82.0,0.5098039205690119,0.392156861976163,0.0,0.0980392154940407,7th-gen,0,2,7th gen (03–10),0
Sonic Riders,PS2,2006,Racing,Sega,0.42,0.02,0.0,0.07,0.5,55.0,41.0,7.2,25.0,Sonic Team,E,72.0,0.83999999832,0.03999999992,0.0,0.13999999972,6th-gen,6,1,7th gen (03–10),0
Looney Tunes: Back in Action,PS2,2003,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5,51.0,9.0,7.5,6.0,Warthog,E,75.0,0.499999999,0.37999999924,0.0,0.11999999976,6th-gen,4,1,7th gen (03–10),0
NHL 09,X360,2008,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,88.0,41.0,8.4,61.0,EA Canada,E10+,84.0,0.8999999982000001,0.01999999996,0.0,0.07999999984,7th-gen,10,2,7th gen (03–10),0
Bully: Scholarship Edition,Wii,2008,Action,Take-Two Interactive,0.17,0.28,0.0,0.06,0.5,83.0,34.0,8.4,60.0,Rockstar Toronto,T,84.0,0.33999999932,0.5599999988800001,0.0,0.11999999976,7th-gen,0,2,7th gen (03–10),0
WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,0.44,0.03,0.0,0.04,0.5,81.0,50.0,7.8,46.0,Yuke's,T,78.0,0.8799999982400001,0.05999999988,0.0,0.07999999984,7th-gen,2,2,7th gen (03–10),0
Midnight Club II,XB,2003,Racing,Take-Two Interactive,0.42,0.06,0.0,0.02,0.5,86.0,33.0,7.6,12.0,Rockstar San Diego,T,76.0,0.83999999832,0.11999999976,0.0,0.03999999992,6th-gen,6,1,7th gen (03–10),0
Ratatouille,Wii,2007,Action,THQ,0.43,0.03,0.0,0.04,0.5,62.0,16.0,6.7,12.0,Asobo Studio,E,67.0,0.8599999982800001,0.05999999988,0.0,0.07999999984,7th-gen,0,2,7th gen (03–10),0
Avatar: The Last Airbender,GC,2006,Adventure,THQ,0.39,0.1,0.0,0.01,0.5,60.0,10.0,6.5,4.0,AWE Games,E10+,65.0,0.7799999984400001,0.1999999996,0.0,0.01999999996,6th-gen,1,1,7th gen (03–10),0
The Mummy Returns,PS2,2001,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5,44.0,13.0,7.0,11.0,Blitz Games,T,70.0,0.499999999,0.37999999924,0.0,0.11999999976,6th-gen,0,1,5th–6th gen (95–02),0
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5,83.0,36.0,8.4,104.0,Io Interactive,M,84.0,0.499999999,0.37999999924,0.0,0.11999999976,6th-gen,0,1,7th gen (03–10),0
Lost: Via Domus,PS3,2008,Action,Ubisoft,0.19,0.22,0.0,0.09,0.5,54.0,30.0,6.9,28.0,Ubisoft Montreal,T,69.0,0.37999999924,0.43999999912,0.0,0.17999999964,7th-gen,0,2,7th gen (03–10),0
Crash: Mind Over Mutant,PS2,2008,Platform,Vivendi Games,0.25,0.19,0.0,0.06,0.5,73.0,7.0,6.5,36.0,Radical Entertainment,E10+,65.0,0.499999999,0.37999999924,0.0,0.11999999976,6th-gen,4,1,7th gen (03–10),0
Activision Anthology,PS2,2002,Misc,Activision,0.25,0.19,0.0,0.06,0.5,75.0,13.0,7.7,6.0,Contraband Entertainment,E,77.0,0.499999999,0.37999999924,0.0,0.11999999976,6th-gen,3,1,5th–6th gen (95–02),0
Picross DS,DS,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.5,83.0,33.0,8.7,36.0,Jupiter Corporation,E,87.0,0.33999999932,0.03999999992,0.5999999988,0.03999999992,7th-gen,5,2,7th gen (03–10),0
Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,0.1,0.34,0.0,0.07,0.5,78.0,36.0,6.6,55.0,Konami,E,66.0,0.1999999996,0.67999999864,0.0,0.13999999972,7th-gen,0,2,8th gen (11+),0
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.36,0.02,0.07,0.04,0.5,63.0,31.0,7.1,24.0,TOSE,T,71.0,0.71999999856,0.03999999992,0.13999999972,0.07999999984,7th-gen,7,2,7th gen (03–10),0
Test Drive Unlimited,PSP,2007,Racing,Atari,0.08,0.27,0.0,0.15,0.5,80.0,18.0,7.3,29.0,Melbourne House,E10+,73.0,0.15999999968,0.5399999989200001,0.0,0.2999999994,7th-gen,6,2,7th gen (03–10),0
Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,0.25,0.13,0.04,0.07,0.5,71.0,60.0,7.5,169.0,Zipper Interactive,T,75.0,0.499999999,0.25999999948,0.07999999984,0.13999999972,Handheld,8,4,8th gen (11+),0
R.U.S.E.,PS3,2010,Strategy,Ubisoft,0.18,0.22,0.02,0.08,0.5,76.0,37.0,7.3,50.0,Eugen Systems,T,73.0,0.35999999928,0.43999999912,0.03999999992,0.15999999968,7th-gen,11,2,7th gen (03–10),0
Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5,78.0,60.0,7.8,113.0,Indies Zero,E10+,78.0,0.43999999912,0.13999999972,0.35999999928,0.03999999992,8th-gen,3,3,8th gen (11+),0
Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,0.25,0.2,0.0,0.05,0.5,72.0,56.0,6.0,96.0,Eurocom Entertainment Software,T,60.0,0.499999999,0.3999999992,0.0,0.0999999998,7th-gen,8,2,8th gen (11+),0
Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision,0.24,0.19,0.0,0.06,0.5,81.0,22.0,8.3,8.0,LucasArts,T,83.0,0.47999999904,0.37999999924,0.0,0.11999999976,6th-gen,9,1,5th–6th gen (95–02),0
Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,0.5,88.0,20.0,9.1,26.0,Quest,E,91.0,0.25999999948,0.0999999998,0.61999999876,0.01999999996,6th-gen,7,1,5th–6th gen (95–02),0
Sega Bass Fishing,Wii,2008,Sports,Sega,0.45,0.01,0.0,0.04,0.5,59.0,29.0,6.3,9.0,Cavia Inc.,E,63.0,0.8999999982000001,0.01999999996,0.0,0.07999999984,7th-gen,10,2,7th gen (03–10),0
Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5,83.0,64.0,8.7,25.0,Team Ninja,M,87.0,0.5999999988,0.1999999996,0.15999999968,0.03999999992,6th-gen,2,1,7th gen (03–10),0
RPG Maker,PS,1997,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5,66.0,11.0,8.2,9.0,Kuusou Kagaku,E,82.0,0.21999999956,0.13999999972,0.57999999884,0.05999999988,5th-gen,7,0,5th–6th gen (95–02),0
Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5,68.0,19.0,6.4,22.0,Visual Concepts,E,64.0,0.93999999812,0.0,0.0,0.05999999988,7th-gen,10,2,8th gen (11+),0
Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,0.46,0.0,0.0,0.04,0.5,65.0,10.0,7.4,5.0,Konami,E10+,74.0,0.91999999816,0.0,0.0,0.07999999984,7th-gen,9,2,7th gen (03–10),0
Burnout Revenge,X360,2006,Racing,Electronic Arts,0.42,0.04,0.0,0.04,0.5,89.0,61.0,8.1,140.0,Criterion Games,E10+,81.0,0.83999999832,0.07999999984,0.0,0.07999999984,7th-gen,6,2,7th gen (03–10),0
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.24,0.19,0.0,0.06,0.5,65.0,8.0,7.3,8.0,THQ,E,73.0,0.47999999904,0.37999999924,0.0,0.11999999976,6th-gen,0,1,7th gen (03–10),0
Monster Hunter,PS2,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,68.0,37.0,8.9,46.0,Capcom,T,89.0,0.21999999956,0.15999999968,0.5599999988800001,0.05999999988,6th-gen,7,1,7th gen (03–10),0
