Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_scaled,NA_ratio,EU_ratio,JP_ratio,Other_ratio,Platform_Gen,Genre_encoded,Platform_Gen_encoded,Era,Cluster_K2,Cluster_K3
Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,74.0,30.0,7.9,21.0,Crystal Dynamics,M,79.0,0.7368421013850416,0.2105263146814404,0.0,0.0526315786703601,6th-gen,0,1,7th gen (03–10),1.0,0.0
Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,66.0,25.0,6.5,33.0,Square Enix,T,65.0,0.894736837396122,0.0526315786703601,0.0,0.0526315786703601,7th-gen,7,2,7th gen (03–10),1.0,0.0
Scene It? Twilight,DS,2010,Misc,Konami Digital Entertainment,0.11,0.06,0.0,0.02,0.19,,,,,Konami,T,,0.5789473653739612,0.3157894720221607,0.0,0.1052631573407202,7th-gen,3,2,7th gen (03–10),1.0,2.0
Trivial Pursuit unhinged,PS2,2004,Misc,Atari,0.09,0.07,0.0,0.02,0.19,51.0,11.0,,,Artech Studios,T,,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,3,1,7th gen (03–10),1.0,2.0
Tales of the World: Narikiri Dungeon 2,GBA,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,6th-gen,7,1,5th–6th gen (95–02),0.0,1.0
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19,56.0,10.0,6.4,22.0,Phoenix Games Studio,T,64.0,0.8421052587257618,0.0526315786703601,0.0,0.1052631573407202,7th-gen,0,2,7th gen (03–10),1.0,0.0
Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,23.0,39.0,3.0,211.0,Ubisoft,T,30.0,0.5789473653739612,0.3684210506925208,0.0,0.1052631573407202,8th-gen,2,3,8th gen (11+),1.0,2.0
Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19,66.0,17.0,8.4,30.0,Zono Inc.,T,84.0,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,11,1,7th gen (03–10),1.0,2.0
Shrek: Forever After,PS3,2010,Platform,Activision,0.16,0.02,0.0,0.02,0.19,57.0,11.0,4.5,6.0,Xpec,E10+,45.0,0.8421052587257618,0.1052631573407202,0.0,0.1052631573407202,7th-gen,4,2,7th gen (03–10),1.0,0.0
Silent Scope 2: Dark Silhouette,PS2,2001,Shooter,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19,64.0,17.0,,,KCET,M,,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,8,1,5th–6th gen (95–02),1.0,2.0
The Spiderwick Chronicles,Wii,2008,Action,Vivendi Games,0.17,0.0,0.0,0.01,0.19,62.0,13.0,,,Stormfront Studios,E10+,,0.894736837396122,0.0,0.0,0.0526315786703601,7th-gen,0,2,7th gen (03–10),1.0,0.0
Dave Mirra Freestyle BMX 2,GBA,2001,Sports,Acclaim Entertainment,0.14,0.05,0.0,0.0,0.19,85.0,7.0,,,Full-Fat,E,,0.7368421013850416,0.2631578933518005,0.0,0.0,6th-gen,10,1,5th–6th gen (95–02),1.0,0.0
X-Men Origins: Wolverine,PSP,2009,Action,Activision,0.13,0.03,0.0,0.03,0.19,60.0,6.0,7.5,12.0,Griptonite Games,T,75.0,0.6842105227146815,0.1578947360110803,0.0,0.1578947360110803,7th-gen,0,2,7th gen (03–10),1.0,0.0
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,Retro,10,7,5th–6th gen (95–02),0.0,1.0
Tokimeki Memorial Girl's Side 3rd Story,DS,2010,Adventure,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,7th-gen,1,2,7th gen (03–10),0.0,1.0
NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19,79.0,23.0,8.9,13.0,Next Level Games,E,89.0,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,10,1,7th gen (03–10),1.0,2.0
Allied General,PS,1996,Strategy,SSI,0.11,0.07,0.0,0.01,0.19,,,,,,,,0.5789473653739612,0.3684210506925208,0.0,0.0526315786703601,5th-gen,11,0,5th–6th gen (95–02),1.0,0.0
Marvel Super Hero Squad: Comic Combat,PS3,2011,Action,THQ,0.11,0.05,0.0,0.03,0.19,,,,,THQ,E10+,,0.5789473653739612,0.2631578933518005,0.0,0.1578947360110803,7th-gen,0,2,8th gen (11+),1.0,2.0
Kamen Rider: Battride War,PS3,2013,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,7th-gen,0,2,8th gen (11+),0.0,1.0
Fire ProWrestling G,PS,1999,Fighting,Human Entertainment,0.0,0.0,0.18,0.01,0.19,,,,,,,,0.0,0.0,0.947368416066482,0.0526315786703601,5th-gen,2,0,5th–6th gen (95–02),0.0,1.0
Space Invaders Extreme 2,DS,2009,Shooter,Square Enix,0.17,0.01,0.0,0.01,0.19,82.0,38.0,7.1,8.0,Taito Corporation,E,71.0,0.894736837396122,0.0526315786703601,0.0,0.0526315786703601,7th-gen,8,2,7th gen (03–10),1.0,0.0
Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,65.0,9.0,6.0,26.0,Firebrand Games,E10+,60.0,0.4736842080332409,0.4736842080332409,0.0,0.1052631573407202,8th-gen,0,3,8th gen (11+),1.0,2.0
Supreme Commander 2,PC,2010,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19,77.0,54.0,6.2,803.0,Gas Powered Games,E10+,62.0,0.0,0.7894736800554016,0.0,0.2105263146814404,PC,11,6,7th gen (03–10),1.0,2.0
Avatar: The Last Airbender - Into the Inferno,Wii,2008,Adventure,THQ,0.17,0.01,0.0,0.01,0.19,,,,,,,,0.894736837396122,0.0526315786703601,0.0,0.0526315786703601,7th-gen,1,2,7th gen (03–10),1.0,0.0
Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,43.0,34.0,5.3,21.0,Tecmo,M,53.0,0.2631578933518005,0.4736842080332409,0.1052631573407202,0.1578947360110803,7th-gen,8,2,7th gen (03–10),1.0,2.0
Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.12,0.06,0.0,0.02,0.19,81.0,24.0,8.5,15.0,Keen Games,E10+,85.0,0.6315789440443214,0.3157894720221607,0.0,0.1052631573407202,7th-gen,9,2,7th gen (03–10),1.0,2.0
Guitar Hero Live,WiiU,2015,Misc,Activision,0.12,0.05,0.0,0.02,0.19,84.0,4.0,6.1,36.0,"Activision, FreeStyleGames",T,61.0,0.6315789440443214,0.2631578933518005,0.0,0.1052631573407202,8th-gen,3,3,8th gen (11+),1.0,0.0
GunGriffon,SAT,1995,Simulation,Sega,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,5th-gen,9,0,5th–6th gen (95–02),0.0,1.0
SingStar Pop Vol.2,PS2,2008,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,,,,,,,,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,3,1,7th gen (03–10),1.0,2.0
SNK Arcade Classics Vol. 1,PS2,2008,Misc,Ignition Entertainment,0.09,0.07,0.0,0.02,0.19,69.0,16.0,,,SNK Playmore,T,,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,3,1,7th gen (03–10),1.0,2.0
Darkstalkers 3,PS,1998,Fighting,Capcom,0.11,0.07,0.0,0.01,0.19,,,,,,,,0.5789473653739612,0.3684210506925208,0.0,0.0526315786703601,5th-gen,2,0,5th–6th gen (95–02),1.0,0.0
International Cricket 2010,PS3,2010,Sports,Codemasters,0.0,0.15,0.0,0.04,0.19,,,,,,,,0.0,0.7894736800554016,0.0,0.2105263146814404,7th-gen,10,2,7th gen (03–10),1.0,2.0
Frequency,PS2,2001,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,83.0,26.0,9.0,29.0,Harmonix Music Systems,E,90.0,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,3,1,5th–6th gen (95–02),1.0,2.0
Inazuma Eleven Strikers 2012 Xtreme,Wii,2011,Role-Playing,Level 5,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,7th-gen,7,2,8th gen (11+),0.0,1.0
The Polar Express,GBA,2004,Adventure,THQ,0.14,0.05,0.0,0.0,0.19,,,,,Tantalus Interactive,E,,0.7368421013850416,0.2631578933518005,0.0,0.0,6th-gen,1,1,7th gen (03–10),1.0,0.0
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63.0,30.0,7.5,42.0,Omega Force,T,75.0,0.3157894720221607,0.3684210506925208,0.1578947360110803,0.1578947360110803,8th-gen,0,3,8th gen (11+),1.0,2.0
2002 FIFA World Cup,XB,2002,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,79.0,17.0,9.0,4.0,Software Creations,E,90.0,0.7368421013850416,0.2105263146814404,0.0,0.0526315786703601,6th-gen,10,1,5th–6th gen (95–02),1.0,0.0
SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.13,0.05,0.0,0.02,0.19,64.0,8.0,6.0,8.0,WayForward,E,60.0,0.6842105227146815,0.2631578933518005,0.0,0.1052631573407202,8th-gen,3,3,8th gen (11+),1.0,0.0
Jampack: Summer 2003 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,,,,,,,,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,3,1,7th gen (03–10),1.0,2.0
Frogger's Adventures 2: The Lost Wand,GBA,2002,Adventure,Konami Digital Entertainment,0.14,0.05,0.0,0.0,0.19,75.0,4.0,,,Konami,E,,0.7368421013850416,0.2631578933518005,0.0,0.0,6th-gen,1,1,5th–6th gen (95–02),1.0,0.0
Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19,72.0,75.0,8.4,49.0,Climax Group,M,84.0,0.7368421013850416,0.2105263146814404,0.0,0.0526315786703601,6th-gen,7,1,7th gen (03–10),1.0,0.0
Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.19,74.0,46.0,8.1,24.0,Game Republic,T,81.0,0.7368421013850416,0.1578947360110803,0.0,0.0526315786703601,7th-gen,1,2,7th gen (03–10),1.0,0.0
Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,69.0,17.0,5.6,98.0,Konami,M,56.0,0.5789473653739612,0.3157894720221607,0.0526315786703601,0.1052631573407202,7th-gen,0,2,8th gen (11+),1.0,2.0
Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.12,0.0,0.06,0.01,0.19,64.0,26.0,7.8,43.0,"Image Epoch, Imageepoch",T,78.0,0.6315789440443214,0.0,0.3157894720221607,0.0526315786703601,7th-gen,7,2,7th gen (03–10),1.0,0.0
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSP,2009,Adventure,Sony Computer Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,7th-gen,1,2,7th gen (03–10),0.0,1.0
Hot Wheels: Track Attack,Wii,2010,Racing,THQ,0.14,0.03,0.0,0.01,0.19,,,,,Firebrand Games,E,,0.7368421013850416,0.1578947360110803,0.0,0.0526315786703601,7th-gen,6,2,7th gen (03–10),1.0,0.0
Quake,N64,1998,Shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19,,,,,,,,0.7894736800554016,0.2105263146814404,0.0,0.0,5th-gen,8,0,5th–6th gen (95–02),1.0,0.0
SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,0.15,0.03,0.0,0.01,0.19,,,,,,,,0.7894736800554016,0.1578947360110803,0.0,0.0526315786703601,7th-gen,0,2,8th gen (11+),1.0,0.0
Sesame Street: Elmo's Number Journey,N64,1999,Misc,NewKidCo,0.15,0.04,0.0,0.0,0.19,,,,,,,,0.7894736800554016,0.2105263146814404,0.0,0.0,5th-gen,3,0,5th–6th gen (95–02),1.0,0.0
Hexen,N64,1996,Shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19,,,,,,,,0.7894736800554016,0.2105263146814404,0.0,0.0,5th-gen,8,0,5th–6th gen (95–02),1.0,0.0
Mace: The Dark Age,N64,1997,Fighting,GT Interactive,0.15,0.04,0.0,0.0,0.19,,,,,,,,0.7894736800554016,0.2105263146814404,0.0,0.0,5th-gen,2,0,5th–6th gen (95–02),1.0,0.0
Puyo Puyo Sun 64,N64,1997,Puzzle,Compile,0.0,0.0,0.16,0.03,0.19,,,,,,,,0.0,0.0,0.8421052587257618,0.1578947360110803,5th-gen,5,0,5th–6th gen (95–02),0.0,1.0
AeroFighters Assault,N64,1997,Action,Video System,0.15,0.04,0.0,0.0,0.19,,,,,,,,0.7894736800554016,0.2105263146814404,0.0,0.0,5th-gen,0,0,5th–6th gen (95–02),1.0,0.0
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,1996,Sports,Imagineer,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,5th-gen,10,0,5th–6th gen (95–02),0.0,1.0
South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0.0,0.01,0.19,85.0,48.0,8.6,1739.0,Obsidian Entertainment,M,86.0,0.3684210506925208,0.5263157867036011,0.0,0.0526315786703601,PC,7,6,8th gen (11+),1.0,2.0
Tottadoo! Yoiko no Mujintou Seikatsu,DS,2008,Adventure,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,7th-gen,1,2,7th gen (03–10),0.0,1.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19,49.0,16.0,4.6,7.0,Konami,T,46.0,0.7894736800554016,0.2105263146814404,0.0,0.0526315786703601,6th-gen,0,1,7th gen (03–10),1.0,0.0
Barbie Horse Adventures: Riding Camp,PS2,2008,Sports,Activision,0.09,0.07,0.0,0.02,0.19,,,,,Pixel Tales,E,,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,10,1,7th gen (03–10),1.0,2.0
MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.17,0.0,0.0,0.02,0.19,76.0,15.0,7.8,42.0,SCEA San Diego Studios,E,78.0,0.894736837396122,0.0,0.0,0.1052631573407202,Handheld,10,4,8th gen (11+),1.0,0.0
God Eater Resurrection,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,8.8,17.0,"Shift, Bandai Namco Games",T,88.0,0.0,0.0,0.999999994736842,0.0,Handheld,0,4,8th gen (11+),0.0,1.0
SSX Tricky,GBA,2002,Sports,Electronic Arts,0.14,0.05,0.0,0.0,0.19,66.0,9.0,,,Visual Impact,E,,0.7368421013850416,0.2631578933518005,0.0,0.0,6th-gen,10,1,5th–6th gen (95–02),1.0,0.0
Kenka Banchou 4: Ichinen Sensou,PSP,2010,Action,Spike,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,7th-gen,0,2,7th gen (03–10),0.0,1.0
Warhammer: Shadow of the Horned Rat,PS,1996,Strategy,Mindscape,0.11,0.07,0.0,0.01,0.19,,,,,,,,0.5789473653739612,0.3684210506925208,0.0,0.0526315786703601,5th-gen,11,0,5th–6th gen (95–02),1.0,0.0
NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,82.0,6.0,8.6,37.0,Visual Concepts,E,86.0,0.947368416066482,0.0,0.0,0.0526315786703601,PC,0,6,7th gen (03–10),1.0,0.0
Pro Yakyuu Team o Tsukurou!,DS,2008,Sports,Sega,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,7th-gen,10,2,7th gen (03–10),0.0,1.0
WWE All Stars,Wii,2011,Fighting,THQ,0.1,0.07,0.0,0.02,0.19,68.0,11.0,7.0,8.0,THQ,T,70.0,0.5263157867036011,0.3684210506925208,0.0,0.1052631573407202,7th-gen,2,2,8th gen (11+),1.0,2.0
Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19,61.0,22.0,4.4,10.0,Takara Tomy,T,44.0,0.1052631573407202,0.0526315786703601,0.8421052587257618,0.0,7th-gen,2,2,7th gen (03–10),0.0,1.0
FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,54.0,57.0,6.3,19.0,EA Canada,T,63.0,0.7894736800554016,0.1052631573407202,0.0,0.1052631573407202,7th-gen,2,2,7th gen (03–10),1.0,0.0
ESPN International Track & Field,PS2,2000,Sports,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19,,,,,,,,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,10,1,5th–6th gen (95–02),1.0,2.0
Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0.0,0.01,0.19,73.0,13.0,7.0,6.0,Griptonite Games,E10+,70.0,0.894736837396122,0.0526315786703601,0.0,0.0526315786703601,7th-gen,0,2,7th gen (03–10),1.0,0.0
Lunar Legend,GBA,2002,Role-Playing,Media Rings,0.14,0.05,0.0,0.0,0.19,79.0,20.0,7.8,8.0,Magic Rings,E,78.0,0.7368421013850416,0.2631578933518005,0.0,0.0,6th-gen,7,1,5th–6th gen (95–02),1.0,0.0
Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,0.09,0.07,0.0,0.02,0.19,62.0,15.0,8.5,10.0,Pivotal Games,M,85.0,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,8,1,7th gen (03–10),1.0,2.0
Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.01,0.02,0.19,70.0,14.0,8.1,46.0,"Artificial Mind and Movement, EA Redwood Shores",M,81.0,0.6315789440443214,0.1578947360110803,0.0526315786703601,0.1052631573407202,7th-gen,0,2,7th gen (03–10),1.0,0.0
Mystery Tales of Time Travel,DS,2010,Puzzle,Foreign Media Games,0.01,0.15,0.0,0.02,0.19,,,,,,,,0.0526315786703601,0.7894736800554016,0.0,0.1052631573407202,7th-gen,5,2,7th gen (03–10),1.0,2.0
Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0.0,0.02,0.19,82.0,5.0,7.9,112.0,NetherRealm Studios,T,79.0,0.4736842080332409,0.4210526293628809,0.0,0.1052631573407202,8th-gen,2,3,8th gen (11+),1.0,2.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,2006,Misc,D3Publisher,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,6th-gen,3,1,7th gen (03–10),0.0,1.0
NASCAR Unleashed,3DS,2011,Racing,Activision,0.18,0.0,0.0,0.01,0.19,,,,,Firebrand Games,E,,0.947368416066482,0.0,0.0,0.0526315786703601,8th-gen,6,3,8th gen (11+),1.0,0.0
Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.15,0.02,0.0,0.01,0.19,70.0,9.0,8.4,10.0,Santa Cruz Games,T,84.0,0.7894736800554016,0.1052631573407202,0.0,0.0526315786703601,7th-gen,0,2,7th gen (03–10),1.0,0.0
Death Jr.,PSP,2005,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19,61.0,40.0,7.3,21.0,Backbone Entertainment,T,73.0,0.894736837396122,0.0,0.0,0.0526315786703601,7th-gen,4,2,7th gen (03–10),1.0,0.0
Hulk,GC,2003,Action,Universal Interactive,0.15,0.04,0.0,0.01,0.19,71.0,26.0,7.4,7.0,Radical Entertainment,T,74.0,0.7894736800554016,0.2105263146814404,0.0,0.0526315786703601,6th-gen,0,1,7th gen (03–10),1.0,0.0
Boogie,PS2,2007,Misc,Electronic Arts,0.09,0.07,0.0,0.02,0.19,52.0,12.0,,,"Pipeworks Software, Inc.",E10+,,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,3,1,7th gen (03–10),1.0,2.0
Arcade Shooting Gallery,Wii,2008,Shooter,Zoo Games,0.18,0.0,0.0,0.01,0.19,,,,,Zoo Games,E10+,,0.947368416066482,0.0,0.0,0.0526315786703601,7th-gen,8,2,7th gen (03–10),1.0,0.0
Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,68.0,18.0,8.5,23.0,Sonic Team,T,85.0,0.0,0.0,0.999999994736842,0.0,6th-gen,7,1,7th gen (03–10),0.0,1.0
Gungrave,PS2,2002,Shooter,Activision,0.09,0.07,0.0,0.02,0.19,65.0,28.0,8.6,16.0,Seta Corporation,M,86.0,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,8,1,5th–6th gen (95–02),1.0,2.0
Schlag den Raab,Wii,2010,Misc,Namco Bandai Games,0.0,0.16,0.0,0.02,0.19,,,,,,,,0.0,0.8421052587257618,0.0,0.1052631573407202,7th-gen,3,2,7th gen (03–10),1.0,2.0
Transworld Surf,PS2,2002,Sports,Atari,0.09,0.07,0.0,0.02,0.19,76.0,15.0,8.5,6.0,Rockstar San Diego,T,85.0,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,10,1,5th–6th gen (95–02),1.0,2.0
Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0.0,0.02,0.19,58.0,33.0,8.0,24.0,K2 LLC,M,80.0,0.4736842080332409,0.3684210506925208,0.0,0.1052631573407202,6th-gen,0,1,7th gen (03–10),1.0,2.0
50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,72.0,37.0,7.2,57.0,Swordfish Studios,M,72.0,0.5263157867036011,0.3157894720221607,0.0526315786703601,0.1578947360110803,7th-gen,8,2,7th gen (03–10),1.0,2.0
Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,82.0,71.0,8.6,2654.0,4A Games,M,86.0,0.3157894720221607,0.5789473653739612,0.0,0.1052631573407202,PC,0,6,8th gen (11+),1.0,2.0
Evolve,PC,2015,Shooter,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,77.0,39.0,4.3,969.0,Turtle Rock Studios,M,43.0,0.4210526293628809,0.5263157867036011,0.0,0.1052631573407202,PC,8,6,8th gen (11+),1.0,2.0
FIFA 14,PSP,2013,Sports,Electronic Arts,0.0,0.15,0.0,0.04,0.19,,,3.4,23.0,EA Canada,E,34.0,0.0,0.7894736800554016,0.0,0.2105263146814404,7th-gen,10,2,8th gen (11+),1.0,2.0
Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.07,0.03,0.01,0.19,80.0,19.0,7.5,146.0,Capcom,M,75.0,0.3684210506925208,0.3684210506925208,0.1578947360110803,0.0526315786703601,8th-gen,0,3,8th gen (11+),1.0,2.0
Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.17,0.0,0.0,0.01,0.19,53.0,12.0,,,Namco Bandai Games,E,,0.894736837396122,0.0,0.0,0.0526315786703601,7th-gen,3,2,7th gen (03–10),1.0,0.0
Chaotic: Shadow Warriors,Wii,2009,Action,Activision,0.18,0.0,0.0,0.01,0.19,,,,,FUN Labs,E10+,,0.947368416066482,0.0,0.0,0.0526315786703601,7th-gen,0,2,7th gen (03–10),1.0,0.0
The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,13.0,7.3,11.0,Krome Studios,E10+,73.0,0.7894736800554016,0.2105263146814404,0.0,0.0526315786703601,6th-gen,4,1,7th gen (03–10),1.0,0.0
International Soccer,2600,1981,Sports,Mattel Interactive,0.18,0.01,0.0,0.0,0.19,,,,,,,,0.947368416066482,0.0526315786703601,0.0,0.0,Retro,10,7,Retro (≤94),1.0,0.0
Princess Maker: Yumemiru Yosei,PS,1997,Strategy,Sony Computer Entertainment,0.0,0.0,0.18,0.01,0.19,,,,,,,,0.0,0.0,0.947368416066482,0.0526315786703601,5th-gen,11,0,5th–6th gen (95–02),0.0,1.0
3rd Super Robot Wars Z: Tengoku-Hen,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,Handheld,0,4,8th gen (11+),0.0,1.0
Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,62.0,22.0,7.6,31.0,From Software,T,76.0,0.3157894720221607,0.1052631573407202,0.5263157867036011,0.0526315786703601,7th-gen,9,2,7th gen (03–10),0.0,1.0
Big Air,PS,1999,Sports,Accolade,0.1,0.07,0.0,0.01,0.19,,,,,,,,0.5263157867036011,0.3684210506925208,0.0,0.0526315786703601,5th-gen,10,0,5th–6th gen (95–02),1.0,2.0
Shining Force II,GEN,1993,Strategy,Sega,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,Retro,11,7,Retro (≤94),0.0,1.0
Taiko no Tatsujin: Wii U Version!,WiiU,2013,Misc,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,8th-gen,3,3,8th gen (11+),0.0,1.0
Gallop Racer,PS,1999,Sports,Tecmo Koei,0.0,0.0,0.18,0.01,0.19,,,,,,,,0.0,0.0,0.947368416066482,0.0526315786703601,5th-gen,10,0,5th–6th gen (95–02),0.0,1.0
The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,0.09,0.06,0.0,0.03,0.19,,,,,,,,0.4736842080332409,0.3157894720221607,0.0,0.1578947360110803,7th-gen,1,2,8th gen (11+),1.0,2.0
Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.14,0.04,0.0,0.01,0.19,67.0,23.0,8.8,10.0,EA Games,E,88.0,0.7368421013850416,0.2105263146814404,0.0,0.0526315786703601,6th-gen,0,1,7th gen (03–10),1.0,0.0
3rd Super Robot Wars Z Jigoku Hen,PSV,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,Handheld,7,4,8th gen (11+),0.0,1.0
Where's Waldo? The Fantastic Journey,Wii,2009,Adventure,Ubisoft,0.17,0.0,0.0,0.01,0.19,,,,,Classic Media Distribution Limited,E,,0.894736837396122,0.0,0.0,0.0526315786703601,7th-gen,1,2,7th gen (03–10),1.0,0.0
Sudoku Gridmaster (JP sales),DS,2006,Puzzle,Nintendo,0.0,0.0,0.19,0.0,0.19,,,,,,,,0.0,0.0,0.999999994736842,0.0,7th-gen,5,2,7th gen (03–10),0.0,1.0
