Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_scaled,NA_ratio,EU_ratio,JP_ratio,Other_ratio,Platform_Gen,Genre_encoded,Platform_Gen_encoded,Era
James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,0.12,0.04,0.0,0.0,0.17,73.0,17.0,8.3,11.0,Griptonite Games,T,83.0,0.7058823487889273,0.23529411626297578,0.0,0.0,6th-gen,8,1,7th gen (03–10)
Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,,,,,,0.0,0.0,0.9999999941176471,0.0,6th-gen,2,1,7th gen (03–10)
Shrek Extra Large,GC,2002,Platform,TDK Mediactive,0.13,0.03,0.0,0.0,0.17,36.0,6.0,5.6,23.0,Digital Illusions,T,56.0,0.7647058778546713,0.17647058719723183,0.0,0.0,6th-gen,4,1,5th–6th gen (95–02)
Final Fantasy V,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.16,0.01,0.17,,,,,,,,0.0,0.0,0.9411764650519031,0.058823529065743944,5th-gen,7,0,5th–6th gen (95–02)
World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,56.0,20.0,6.0,7.0,SCEE London Studio,E,60.0,0.47058823252595156,0.35294117439446365,0.0,0.11764705813148789,6th-gen,10,1,7th gen (03–10)
Gunvalkyrie,XB,2002,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17,73.0,28.0,7.3,10.0,Smilebit,T,73.0,0.7647058778546713,0.23529411626297578,0.0,0.058823529065743944,6th-gen,8,1,5th–6th gen (95–02)
Camp Rock: The Final Jam,DS,2010,Misc,Disney Interactive Studios,0.14,0.02,0.0,0.01,0.17,,,,,,,,0.8235294069204153,0.11764705813148789,0.0,0.058823529065743944,7th-gen,3,2,7th gen (03–10)
NickToons: Racing,PS,2001,Racing,Hasbro Interactive,0.09,0.06,0.0,0.01,0.17,,,,,,,,0.5294117615916955,0.35294117439446365,0.0,0.058823529065743944,5th-gen,6,0,5th–6th gen (95–02)
Jillian Michaels Fitness Ultimatum 2011,Wii,2010,Sports,D3Publisher,0.16,0.0,0.0,0.01,0.17,,,,,D3Publisher,E,,0.9411764650519031,0.0,0.0,0.058823529065743944,7th-gen,10,2,7th gen (03–10)
VR Golf '97,PS,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17,,,,,,,,0.5294117615916955,0.35294117439446365,0.0,0.058823529065743944,5th-gen,10,0,5th–6th gen (95–02)
State of Emergency,XB,2003,Action,Take-Two Interactive,0.13,0.04,0.0,0.01,0.17,67.0,21.0,6.3,11.0,VIS Entertainment,M,63.0,0.7647058778546713,0.23529411626297578,0.0,0.058823529065743944,6th-gen,0,1,7th gen (03–10)
Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01,0.17,,,,,,,,0.5294117615916955,0.35294117439446365,0.0,0.058823529065743944,5th-gen,6,0,5th–6th gen (95–02)
Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014,Action,Nippon Columbia,0.0,0.0,0.17,0.0,0.17,,,,,,,,0.0,0.0,0.9999999941176471,0.0,8th-gen,0,3,8th gen (11+)
Disney Golf,PS2,2002,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,72.0,10.0,8.3,7.0,T&E Soft,E,83.0,0.41176470346020766,0.35294117439446365,0.11764705813148789,0.11764705813148789,6th-gen,10,1,5th–6th gen (95–02)
The Naked Brothers Band: The Video Game,PS2,2008,Misc,THQ,0.08,0.06,0.0,0.02,0.17,,,,,,,,0.47058823252595156,0.35294117439446365,0.0,0.11764705813148789,6th-gen,3,1,7th gen (03–10)
Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17,49.0,47.0,5.2,31.0,Hudson Soft,E10+,52.0,0.8235294069204153,0.058823529065743944,0.0,0.058823529065743944,7th-gen,3,2,7th gen (03–10)
Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.02,0.17,70.0,38.0,7.4,129.0,Experience Inc.,T,74.0,0.23529411626297578,0.11764705813148789,0.47058823252595156,0.11764705813148789,Handheld,7,4,8th gen (11+)
Clock Tower II: The Struggle Within,PS,1998,Adventure,Human Entertainment,0.02,0.01,0.12,0.01,0.17,49.0,5.0,5.7,7.0,Human Entertainment,M,57.0,0.11764705813148789,0.058823529065743944,0.7058823487889273,0.058823529065743944,5th-gen,1,0,5th–6th gen (95–02)
Batman Beyond: Return of the Joker,PS,2000,Action,Ubisoft,0.09,0.06,0.0,0.01,0.17,,,4.3,7.0,Kemco,,43.0,0.5294117615916955,0.35294117439446365,0.0,0.058823529065743944,5th-gen,0,0,5th–6th gen (95–02)
My French Coach,DS,2007,Misc,Ubisoft,0.14,0.01,0.0,0.01,0.17,,,,,Ubisoft,E,,0.8235294069204153,0.058823529065743944,0.0,0.058823529065743944,7th-gen,3,2,7th gen (03–10)
Backyard NFL Football '10,Wii,2009,Sports,Atari,0.16,0.0,0.0,0.01,0.17,,,,,,,,0.9411764650519031,0.0,0.0,0.058823529065743944,7th-gen,10,2,7th gen (03–10)
CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.11,0.04,0.0,0.01,0.17,42.0,9.0,4.8,4.0,Telltale Games,M,48.0,0.6470588197231834,0.23529411626297578,0.0,0.058823529065743944,7th-gen,1,2,7th gen (03–10)
Mega Man Network Transmission,GC,2003,Platform,Capcom,0.13,0.03,0.0,0.0,0.17,65.0,28.0,7.6,13.0,Arika,E,76.0,0.7647058778546713,0.17647058719723183,0.0,0.0,6th-gen,4,1,7th gen (03–10)
Densetsu no Stafi 4,DS,2006,Platform,Nintendo,0.0,0.0,0.17,0.0,0.17,,,,,,,,0.0,0.0,0.9999999941176471,0.0,7th-gen,4,2,7th gen (03–10)
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008,Role-Playing,Atlus,0.0,0.0,0.17,0.0,0.17,,,,,,,,0.0,0.0,0.9999999941176471,0.0,6th-gen,7,1,7th gen (03–10)
Fairytale Fights,PS3,2009,Action,Playlogic Game Factory,0.11,0.03,0.0,0.02,0.17,53.0,34.0,6.0,22.0,"Playlogic, The Game Factory",M,60.0,0.6470588197231834,0.17647058719723183,0.0,0.11764705813148789,7th-gen,0,2,7th gen (03–10)
How to Train Your Dragon 2,X360,2014,Adventure,Little Orbit,0.05,0.1,0.0,0.01,0.17,,,2.9,7.0,Torus Games,E10+,29.0,0.29411764532871976,0.5882352906574395,0.0,0.058823529065743944,7th-gen,1,2,8th gen (11+)
Tokimeki Memorial: Private Collection,PS,1996,Misc,Konami Digital Entertainment,0.0,0.0,0.16,0.01,0.17,,,,,,,,0.0,0.0,0.9411764650519031,0.058823529065743944,5th-gen,3,0,5th–6th gen (95–02)
Magical Starsign (US sales),DS,2006,Role-Playing,Nintendo,0.14,0.02,0.0,0.0,0.17,,,,,,,,0.8235294069204153,0.11764705813148789,0.0,0.0,7th-gen,7,2,7th gen (03–10)
RC Revenge Pro,PS2,2000,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.17,49.0,13.0,7.6,7.0,Acclaim,E,76.0,0.47058823252595156,0.35294117439446365,0.0,0.11764705813148789,6th-gen,6,1,5th–6th gen (95–02)
G-Force,X360,2009,Action,Disney Interactive Studios,0.11,0.05,0.0,0.01,0.17,68.0,33.0,7.0,9.0,Eurocom Entertainment Software,E10+,70.0,0.6470588197231834,0.29411764532871976,0.0,0.058823529065743944,7th-gen,0,2,7th gen (03–10)
Surf's Up,Wii,2007,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.17,64.0,9.0,,,Ubisoft Montreal,E10+,,0.8823529359861592,0.0,0.0,0.058823529065743944,7th-gen,10,2,7th gen (03–10)
Buzz! Brain of the UK,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.01,0.17,,,,,,,,0.0,0.8823529359861592,0.0,0.058823529065743944,7th-gen,3,2,7th gen (03–10)
Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,50.0,15.0,5.0,7.0,Paradox Development,M,50.0,0.7647058778546713,0.23529411626297578,0.0,0.058823529065743944,6th-gen,2,1,7th gen (03–10)
Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,0.13,0.04,0.0,0.01,0.17,54.0,9.0,8.9,10.0,Midway,T,89.0,0.7647058778546713,0.23529411626297578,0.0,0.058823529065743944,6th-gen,0,1,5th–6th gen (95–02)
Far East of Eden II: Manji Maru,PS2,2003,Role-Playing,Hudson Soft,0.0,0.0,0.17,0.0,0.17,,,,,,,,0.0,0.0,0.9999999941176471,0.0,6th-gen,7,1,7th gen (03–10)
Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,42.0,40.0,5.0,78.0,"Image Epoch, Imageepoch",T,50.0,0.35294117439446365,0.17647058719723183,0.35294117439446365,0.11764705813148789,7th-gen,7,2,8th gen (11+)
Lost Kingdoms,GC,2002,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.17,72.0,22.0,8.0,15.0,From Software,T,80.0,0.5882352906574395,0.11764705813148789,0.23529411626297578,0.0,6th-gen,7,1,5th–6th gen (95–02)
Brunswick Cosmic Bowling,Wii,2010,Sports,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17,,,,,CokeM Interactive,E,,0.9411764650519031,0.0,0.0,0.058823529065743944,7th-gen,10,2,7th gen (03–10)
Pursuit Force: Extreme Justice,PSP,2007,Action,Sony Computer Entertainment,0.07,0.06,0.0,0.03,0.17,73.0,44.0,7.6,11.0,Bigbig Studios,T,76.0,0.41176470346020766,0.35294117439446365,0.0,0.17647058719723183,7th-gen,0,2,7th gen (03–10)
Disney Sing It: Family Hits,PS3,2010,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.02,0.17,72.0,4.0,,,Disney Interactive Studios,E,,0.6470588197231834,0.17647058719723183,0.0,0.11764705813148789,7th-gen,3,2,7th gen (03–10)
Matchbox Cross Town Heroes,GBA,2002,Racing,THQ,0.12,0.04,0.0,0.0,0.17,,,,,,,,0.7058823487889273,0.23529411626297578,0.0,0.0,6th-gen,6,1,5th–6th gen (95–02)
The Cursed Crusade,PS3,2011,Action,DTP Entertainment,0.07,0.06,0.01,0.03,0.17,45.0,17.0,5.0,26.0,Kylotonn,M,50.0,0.41176470346020766,0.35294117439446365,0.058823529065743944,0.17647058719723183,7th-gen,0,2,8th gen (11+)
Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,0.05,0.09,0.0,0.03,0.17,72.0,20.0,6.0,29.0,Bugbear,T,60.0,0.29411764532871976,0.5294117615916955,0.0,0.17647058719723183,7th-gen,6,2,8th gen (11+)
Wolfenstein 3D,GBA,2002,Shooter,BAM! Entertainment,0.12,0.04,0.0,0.0,0.17,57.0,9.0,6.0,7.0,Stalker Entertainment,M,60.0,0.7058823487889273,0.23529411626297578,0.0,0.0,6th-gen,8,1,5th–6th gen (95–02)
Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,Tecmo Koei,0.0,0.0,0.17,0.0,0.17,,,,,,,,0.0,0.0,0.9999999941176471,0.0,Retro,11,7,5th–6th gen (95–02)
NHL 07,PSP,2006,Sports,Electronic Arts,0.13,0.02,0.0,0.02,0.17,76.0,7.0,6.6,23.0,EA Sports,E10+,66.0,0.7647058778546713,0.11764705813148789,0.0,0.11764705813148789,7th-gen,10,2,7th gen (03–10)
I'm A Celebrity: Get Me Out of Here!,Wii,2009,Misc,Mindscape,0.0,0.16,0.0,0.01,0.17,,,,,,,,0.0,0.9411764650519031,0.0,0.058823529065743944,7th-gen,3,2,7th gen (03–10)
Dementium: The Ward,DS,2007,Shooter,SouthPeak Games,0.15,0.01,0.0,0.01,0.17,72.0,48.0,7.9,37.0,Renegade Kid,M,79.0,0.8823529359861592,0.058823529065743944,0.0,0.058823529065743944,7th-gen,8,2,7th gen (03–10)
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,57.0,25.0,7.3,15.0,Bandai Namco Games,E10+,73.0,0.0,0.0,0.9999999941176471,0.0,Handheld,0,4,8th gen (11+)
Dragon Quest X,3DS,2014,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,,,,,,,,0.0,0.0,0.9999999941176471,0.0,8th-gen,7,3,8th gen (11+)
Learning to Spell,DS,2010,Misc,505 Games,0.16,0.0,0.0,0.01,0.17,,,,,505 Games,E,,0.9411764650519031,0.0,0.0,0.058823529065743944,7th-gen,3,2,7th gen (03–10)
TRON: Evolution,DS,2010,Action,Disney Interactive Studios,0.11,0.04,0.0,0.01,0.17,58.0,5.0,,,n-Space,E10+,,0.6470588197231834,0.23529411626297578,0.0,0.058823529065743944,7th-gen,0,2,7th gen (03–10)
Sudoku Gridmaster,DS,2006,Puzzle,Nintendo,0.13,0.02,0.0,0.01,0.17,62.0,14.0,,,AI,E,,0.7647058778546713,0.11764705813148789,0.0,0.058823529065743944,7th-gen,5,2,7th gen (03–10)
NASCAR '14,X360,2014,Racing,Deep Silver,0.15,0.0,0.0,0.02,0.17,65.0,4.0,5.1,14.0,Deep Silver,E,51.0,0.8823529359861592,0.0,0.0,0.11764705813148789,7th-gen,6,2,8th gen (11+)
Super Power League,SNES,1993,Sports,Hudson Soft,0.0,0.0,0.17,0.0,0.17,,,,,,,,0.0,0.0,0.9999999941176471,0.0,Retro,10,7,Retro (≤94)
Bakugan Battle Brawlers: Defenders of the Core,PS3,2010,Action,Activision,0.14,0.01,0.0,0.02,0.17,50.0,7.0,,,Now Production,E10+,,0.8235294069204153,0.058823529065743944,0.0,0.11764705813148789,7th-gen,0,2,7th gen (03–10)
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,0.02,0.17,61.0,12.0,6.7,17.0,Double Helix Games,T,67.0,0.5294117615916955,0.29411764532871976,0.0,0.11764705813148789,7th-gen,0,2,8th gen (11+)
Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0.0,0.0,0.17,0.0,0.17,,,,,,,,0.0,0.0,0.9999999941176471,0.0,Retro,2,7,5th–6th gen (95–02)
25 to Life,XB,2006,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,0.17,41.0,20.0,7.2,13.0,"Ritual Entertainment, Avalanche Software",M,72.0,0.7058823487889273,0.23529411626297578,0.0,0.058823529065743944,6th-gen,8,1,7th gen (03–10)
Squeeballs Party,DS,2009,Puzzle,Performance Designed Products,0.15,0.0,0.0,0.01,0.17,,,,,Eiconic Games,E10+,,0.8823529359861592,0.0,0.0,0.058823529065743944,7th-gen,5,2,7th gen (03–10)
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17,40.0,11.0,4.2,5.0,Artech Studios,T,42.0,0.47058823252595156,0.41176470346020766,0.0,0.11764705813148789,7th-gen,9,2,7th gen (03–10)
NASCAR '15,X360,2015,Sports,Deep Silver,0.15,0.0,0.0,0.02,0.17,,,3.8,6.0,DMi Games,E,38.0,0.8823529359861592,0.0,0.0,0.11764705813148789,7th-gen,10,2,8th gen (11+)
NCAA Basketball 09,PS3,2008,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.17,68.0,17.0,,,EA Canada,E,,0.8823529359861592,0.0,0.0,0.058823529065743944,7th-gen,10,2,7th gen (03–10)
Sega Superstars,PS2,2004,Misc,Sega,0.08,0.06,0.0,0.02,0.17,72.0,28.0,7.0,5.0,Sonic Team,T,70.0,0.47058823252595156,0.35294117439446365,0.0,0.11764705813148789,6th-gen,3,1,7th gen (03–10)
MLB 11: The Show,PSP,2011,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.02,0.17,77.0,9.0,6.0,5.0,SCEA San Diego Studios,E,60.0,0.8823529359861592,0.0,0.0,0.11764705813148789,7th-gen,10,2,8th gen (11+)
Bomberman Land,Wii,2007,Misc,Rising Star Games,0.11,0.01,0.03,0.01,0.17,57.0,23.0,8.0,10.0,Racjin,E,80.0,0.6470588197231834,0.058823529065743944,0.17647058719723183,0.058823529065743944,7th-gen,3,2,7th gen (03–10)
Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009,Action,Take-Two Interactive,0.15,0.0,0.0,0.01,0.17,,,,,,,,0.8823529359861592,0.0,0.0,0.058823529065743944,7th-gen,0,2,7th gen (03–10)
Midway Arcade Treasures,GC,2003,Misc,Midway Games,0.13,0.03,0.0,0.0,0.17,72.0,11.0,8.2,5.0,Midway,T,82.0,0.7647058778546713,0.17647058719723183,0.0,0.0,6th-gen,3,1,7th gen (03–10)
Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,0.12,0.04,0.0,0.01,0.17,62.0,49.0,6.4,13.0,High Voltage Software,M,64.0,0.7058823487889273,0.23529411626297578,0.0,0.058823529065743944,6th-gen,1,1,7th gen (03–10)
Mousetrap / Operation / Simon,GBA,2005,Misc,DSI Games,0.12,0.04,0.0,0.0,0.17,,,,,,,,0.7058823487889273,0.23529411626297578,0.0,0.0,6th-gen,3,1,7th gen (03–10)
Pac-Man World 3,DS,2005,Platform,Namco Bandai Games,0.15,0.0,0.0,0.01,0.17,44.0,8.0,,,"Blitz Games, Human Soft",E,,0.8823529359861592,0.0,0.0,0.058823529065743944,7th-gen,4,2,7th gen (03–10)
Shawn Johnson Gymnastics,Wii,2010,Sports,Zoo Games,0.16,0.0,0.0,0.01,0.17,,,,,Zoo Games,E,,0.9411764650519031,0.0,0.0,0.058823529065743944,7th-gen,10,2,7th gen (03–10)
NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,,,,,SCEA San Diego Studios,E,,0.47058823252595156,0.35294117439446365,0.0,0.11764705813148789,6th-gen,10,1,7th gen (03–10)
One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0.0,0.03,0.13,0.01,0.17,76.0,4.0,6.3,17.0,Omega Force,T,63.0,0.0,0.17647058719723183,0.7647058778546713,0.058823529065743944,Handheld,0,4,8th gen (11+)
Jikkyou Powerful Pro Yakyuu 2014,PS3,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,,,,,,,0.0,0.0,0.9999999941176471,0.0,7th-gen,10,2,8th gen (11+)
Resident Evil,SAT,1997,Action,Capcom,0.0,0.0,0.17,0.0,0.17,,,,,,,,0.0,0.0,0.9999999941176471,0.0,5th-gen,0,0,5th–6th gen (95–02)
TOEIC Test Training DS,DS,2007,Misc,IE Institute,0.0,0.0,0.17,0.0,0.17,,,,,,,,0.0,0.0,0.9999999941176471,0.0,7th-gen,3,2,7th gen (03–10)
Itoi Shigesato no Bass Tsuri No. 1,SNES,1997,Sports,Nintendo,0.0,0.0,0.17,0.0,0.17,,,,,,,,0.0,0.0,0.9999999941176471,0.0,Retro,10,7,5th–6th gen (95–02)
ZhuZhu Puppies,DS,2011,Simulation,Activision,0.12,0.03,0.0,0.01,0.17,,,,,Activision,E,,0.7058823487889273,0.17647058719723183,0.0,0.058823529065743944,7th-gen,9,2,8th gen (11+)
Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo,0.01,0.0,0.15,0.0,0.17,71.0,12.0,8.5,21.0,Nintendo,E,85.0,0.058823529065743944,0.0,0.8823529359861592,0.0,6th-gen,1,1,5th–6th gen (95–02)
7th Dragon III Code: VFD,3DS,2015,Role-Playing,Sega,0.04,0.0,0.12,0.0,0.17,77.0,26.0,8.2,38.0,Sega,T,82.0,0.23529411626297578,0.0,0.7058823487889273,0.0,8th-gen,7,3,8th gen (11+)
FlatOut,XB,2004,Racing,Empire Interactive,0.12,0.04,0.0,0.01,0.17,71.0,39.0,8.2,21.0,Bugbear,T,82.0,0.7058823487889273,0.23529411626297578,0.0,0.058823529065743944,6th-gen,6,1,7th gen (03–10)
Chaotic: Shadow Warriors,PS3,2009,Action,Activision,0.15,0.0,0.0,0.02,0.17,,,,,FUN Labs,E10+,,0.8823529359861592,0.0,0.0,0.11764705813148789,7th-gen,0,2,7th gen (03–10)
Mr. Do!'s Castle,2600,1983,Action,Parker Bros.,0.15,0.01,0.0,0.0,0.17,,,,,,,,0.8823529359861592,0.058823529065743944,0.0,0.0,Retro,0,7,Retro (≤94)
Death Trap,2600,1982,Action,Avalon Interactive,0.15,0.01,0.0,0.0,0.17,,,,,,,,0.8823529359861592,0.058823529065743944,0.0,0.0,Retro,0,7,Retro (≤94)
Armor Ambush,2600,1981,Action,Mattel Interactive,0.15,0.01,0.0,0.0,0.17,,,,,,,,0.8823529359861592,0.058823529065743944,0.0,0.0,Retro,0,7,Retro (≤94)
Parodius,SAT,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.17,,,,,,,,0.0,0.0,0.9411764650519031,0.0,5th-gen,8,0,5th–6th gen (95–02)
Easy Piano,DS,2009,Misc,Game Life,0.04,0.11,0.0,0.02,0.16,52.0,4.0,,,Game Life,E,,0.2499999984375,0.687499995703125,0.0,0.12499999921875,7th-gen,3,2,7th gen (03–10)
Blood Bowl,X360,2009,Sports,Focus Home Interactive,0.13,0.02,0.0,0.01,0.16,61.0,28.0,5.1,19.0,Cyanide,T,51.0,0.8124999949218751,0.12499999921875,0.0,0.062499999609375,7th-gen,10,2,7th gen (03–10)
Taz Wanted,PS2,2002,Platform,Atari,0.08,0.06,0.0,0.02,0.16,65.0,7.0,8.7,9.0,Blitz Games,E,87.0,0.499999996875,0.37499999765625,0.0,0.12499999921875,6th-gen,4,1,5th–6th gen (95–02)
Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.11,0.0,0.01,0.16,74.0,18.0,4.8,368.0,Ubisoft Montreal,M,48.0,0.2499999984375,0.687499995703125,0.0,0.062499999609375,PC,0,6,8th gen (11+)
Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.16,94.0,50.0,8.3,909.0,Firaxis Games,E10+,83.0,0.12499999921875,0.7499999953125,0.0,0.187499998828125,PC,11,6,7th gen (03–10)
Zoo Keeper,DS,2004,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,0.16,74.0,40.0,7.5,13.0,"Buddiez, Inc.",E,75.0,0.62499999609375,0.062499999609375,0.312499998046875,0.062499999609375,7th-gen,5,2,7th gen (03–10)
Phantasy Star Online 2,PSV,2013,Role-Playing,Sega,0.0,0.0,0.16,0.0,0.16,,,,,,,,0.0,0.0,0.99999999375,0.0,Handheld,7,4,8th gen (11+)
Vehicular Combat League presents Motor Mayhem,PS2,2001,Racing,Atari,0.08,0.06,0.0,0.02,0.16,,,,,,,,0.499999996875,0.37499999765625,0.0,0.12499999921875,6th-gen,6,1,5th–6th gen (95–02)
Chuck E. Cheese's Party Games,Wii,2010,Misc,UFO Interactive,0.15,0.0,0.0,0.01,0.16,,,,,UFO Interactive,E,,0.937499994140625,0.0,0.0,0.062499999609375,7th-gen,3,2,7th gen (03–10)
Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.01,0.16,75.0,59.0,7.8,26.0,Bigbig Studios,T,78.0,0.8749999945312501,0.062499999609375,0.0,0.062499999609375,7th-gen,6,2,7th gen (03–10)
PoPoLoCrois: Hajimari no Bouken,PS2,2002,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,,,,0.0,0.0,0.99999999375,0.0,6th-gen,7,1,5th–6th gen (95–02)
Star Wars: Super Bombad Racing,PS2,2001,Racing,LucasArts,0.08,0.06,0.0,0.02,0.16,71.0,21.0,4.9,8.0,Lucas Learning,E,49.0,0.499999996875,0.37499999765625,0.0,0.12499999921875,6th-gen,6,1,5th–6th gen (95–02)
TransFormers Animated: The Game,DS,2008,Action,Activision,0.15,0.0,0.0,0.01,0.16,69.0,15.0,,,Artificial Mind and Movement,E,,0.937499994140625,0.0,0.0,0.062499999609375,7th-gen,0,2,7th gen (03–10)
Hamster Heroes,Wii,2008,Puzzle,Popcorn Arcade,0.16,0.0,0.0,0.0,0.16,,,,,,,,0.99999999375,0.0,0.0,0.0,7th-gen,5,2,7th gen (03–10)
Hot Wheels Velocity X,GBA,2002,Racing,THQ,0.12,0.04,0.0,0.0,0.16,,,,,,,,0.7499999953125,0.2499999984375,0.0,0.0,6th-gen,6,1,5th–6th gen (95–02)
Driver: San Francisco,Wii,2011,Racing,Ubisoft,0.06,0.09,0.0,0.02,0.16,64.0,7.0,6.2,10.0,Ubisoft Reflections,T,62.0,0.37499999765625,0.562499996484375,0.0,0.12499999921875,7th-gen,6,2,8th gen (11+)
Alien Resurrection,PS,2000,Shooter,Fox Interactive,0.09,0.06,0.0,0.01,0.16,61.0,12.0,7.5,15.0,Argonaut Games,M,75.0,0.562499996484375,0.37499999765625,0.0,0.062499999609375,5th-gen,8,0,5th–6th gen (95–02)
World Tour Soccer 2005,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16,68.0,28.0,9.0,6.0,SCEE London Studio,E,90.0,0.499999996875,0.37499999765625,0.0,0.12499999921875,6th-gen,10,1,7th gen (03–10)
Disney Friends,DS,2007,Simulation,Disney Interactive Studios,0.12,0.03,0.0,0.01,0.16,,,7.3,4.0,"Amaze Entertainment, Walt Disney Japan",E,73.0,0.7499999953125,0.187499998828125,0.0,0.062499999609375,7th-gen,9,2,7th gen (03–10)
ESPN College Hoops,PS2,2003,Sports,Sega,0.08,0.06,0.0,0.02,0.16,83.0,14.0,8.5,8.0,Visual Concepts,E,85.0,0.499999996875,0.37499999765625,0.0,0.12499999921875,6th-gen,10,1,7th gen (03–10)
Dengeki Bunko Fighting Climax,PS3,2014,Fighting,Sega,0.05,0.0,0.09,0.01,0.16,66.0,13.0,8.2,29.0,"Sega, French-Bread",T,82.0,0.312499998046875,0.0,0.562499996484375,0.062499999609375,7th-gen,2,2,8th gen (11+)
F1 Championship Season 2000,PS2,2000,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16,71.0,11.0,,,EA Sports,E,,0.37499999765625,0.312499998046875,0.187499998828125,0.12499999921875,6th-gen,6,1,5th–6th gen (95–02)
Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,0.14,0.01,0.0,0.01,0.16,25.0,27.0,2.5,41.0,Team 17,M,25.0,0.8749999945312501,0.062499999609375,0.0,0.062499999609375,7th-gen,1,2,7th gen (03–10)
Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,,,,0.0,0.0,0.99999999375,0.0,7th-gen,2,2,7th gen (03–10)
Robotech: Battlecry,GC,2002,Shooter,TDK Mediactive,0.13,0.03,0.0,0.0,0.16,74.0,11.0,8.4,5.0,Vicious Cycle,T,84.0,0.8124999949218751,0.187499998828125,0.0,0.0,6th-gen,8,1,5th–6th gen (95–02)
Zapper: One Wicked Cricket!,PS2,2002,Platform,Infogrames,0.08,0.06,0.0,0.02,0.16,,,,,,,,0.499999996875,0.37499999765625,0.0,0.12499999921875,6th-gen,4,1,5th–6th gen (95–02)
Bomberman Land,PS,2000,Misc,Hudson Soft,0.0,0.0,0.15,0.01,0.16,,,,,,,,0.0,0.0,0.937499994140625,0.062499999609375,5th-gen,3,0,5th–6th gen (95–02)
